"year","gdppc","code"
1952,1022,"GAM"
1956,1086,"GAM"
1960,1167,"GAM"
1964,1274,"GAM"
1968,1519,"GAM"
1972,1334,"GAM"
1976,1436,"GAM"
1980,1325,"GAM"
1984,1462,"GAM"
1988,1417,"GAM"
1992,1391.40545449168,"GAM"
1996,1336.84732412669,"GAM"
2000,1440.86192167419,"GAM"
2004,1585.79921991557,"GAM"
2008,1618.44448244572,"GAM"
2012,1725,"GAM"
2016,1770.36448958669,"GAM"
2020,1914.19685670454,"GAM"
1896,9456,"GEO"
1900,9456,"GEO"
1904,9456,"GEO"
1908,9456,"GEO"
1912,9456,"GEO"
1916,9456,"GEO"
1920,9456,"GEO"
1924,9456,"GEO"
1928,9456,"GEO"
1932,9456,"GEO"
1936,9456,"GEO"
1940,9456,"GEO"
1944,9456,"GEO"
1948,9456,"GEO"
1952,9456,"GEO"
1956,9456,"GEO"
1960,9456,"GEO"
1964,9456,"GEO"
1968,9456,"GEO"
1972,9456,"GEO"
1976,9911.57142857143,"GEO"
1980,10519,"GEO"
1984,13128,"GEO"
1988,14665,"GEO"
1992,5286.92481701539,"GEO"
1996,4030.88466295627,"GEO"
2000,4891.66405370768,"GEO"
2004,6342.70816986243,"GEO"
2008,8461.91734250787,"GEO"
2012,9497.1212331926,"GEO"
2016,10945.465518139,"GEO"
2020,11770.7822789239,"GEO"
1896,4368,"GER"
1900,4758,"GER"
1904,4914,"GER"
1908,5187,"GER"
1912,5617,"GER"
1916,4678,"GER"
1920,4457,"GER"
1924,5099,"GER"
1928,6519,"GER"
1932,5359,"GER"
1936,7095,"GER"
1940,8612,"GER"
1944,9698,"GER"
1948,4517,"GER"
1952,7257,"GER"
1956,9846,"GER"
1960,12282,"GER"
1964,14062,"GER"
1968,15723,"GER"
1972,18301,"GER"
1976,20218,"GER"
1980,22497,"GER"
1984,23564,"GER"
1988,25759,"GER"
1992,27385.0555597794,"GER"
1996,29349.9828354558,"GER"
2000,33367.2838090657,"GER"
2004,35528.713472379,"GER"
2008,40715.4341729467,"GER"
2012,43288.3199199092,"GER"
2016,45030.4682616668,"GER"
2020,44996.4296207847,"GER"
1896,1112.32085561497,"GHA"
1900,1126.66310160428,"GHA"
1904,1255.74331550802,"GHA"
1908,1231.83957219251,"GHA"
1912,1274.68924539513,"GHA"
1916,1286.72964943553,"GHA"
1920,1298.77005347594,"GHA"
1924,1708.32085561497,"GHA"
1928,1572.86631016043,"GHA"
1932,1752.94117647059,"GHA"
1936,2033.41176470588,"GHA"
1940,1762.50267379679,"GHA"
1944,1611.11229946524,"GHA"
1948,1845.36898395722,"GHA"
1952,1728,"GHA"
1956,1970,"GHA"
1960,2197,"GHA"
1964,2254,"GHA"
1968,2101,"GHA"
1972,2235,"GHA"
1976,1878,"GHA"
1980,1844,"GHA"
1984,1530,"GHA"
1988,1648,"GHA"
1992,1771.60038628535,"GHA"
1996,1907.93483958593,"GHA"
2000,2100.29307054518,"GHA"
2004,2329.5156743128,"GHA"
2008,2725.78842608382,"GHA"
2012,3467.10425874,"GHA"
2016,3640.77902482867,"GHA"
2020,4069.25190241155,"GHA"
1896,2359,"GRE"
1900,1972,"GRE"
1904,2498,"GRE"
1908,2550,"GRE"
1912,3135,"GRE"
1916,1549,"GRE"
1920,2284,"GRE"
1924,3279,"GRE"
1928,3561,"GRE"
1932,3649,"GRE"
1936,3913,"GRE"
1940,3543,"GRE"
1944,1779,"GRE"
1948,2866,"GRE"
1952,3272,"GRE"
1956,4313,"GRE"
1960,5015,"GRE"
1964,6601,"GRE"
1968,8394,"GRE"
1972,11795,"GRE"
1976,12919,"GRE"
1980,14300,"GRE"
1984,14453,"GRE"
1988,15596,"GRE"
1992,16545.9637660561,"GRE"
1996,17719.5573803883,"GRE"
2000,20965.3318066981,"GRE"
2004,25780.3850930784,"GRE"
2008,28907.9250256727,"GRE"
2012,22746.2062950648,"GRE"
2016,22679.8098204854,"GRE"
2020,21767.2201652719,"GRE"
1896,2028,"GUA"
1900,2028,"GUA"
1904,2028,"GUA"
1908,2028,"GUA"
1912,2028,"GUA"
1916,2028,"GUA"
1920,2028,"GUA"
1924,2397,"GUA"
1928,2482,"GUA"
1932,2200,"GUA"
1936,3674,"GUA"
1940,4371,"GUA"
1944,2775,"GUA"
1948,3169,"GUA"
1952,3226,"GUA"
1956,3347,"GUA"
1960,3496,"GUA"
1964,3814,"GUA"
1968,4385,"GUA"
1972,5037,"GUA"
1976,5705,"GUA"
1980,6384,"GUA"
1984,5469,"GUA"
1988,5086,"GUA"
1992,5303.59854742543,"GUA"
1996,5511.90470568081,"GUA"
2000,5860.2718525717,"GUA"
2004,6070.19423096165,"GUA"
2008,6604.68242304307,"GUA"
2012,6718.33223911709,"GUA"
2016,7186.6599930709,"GUA"
2020,7309.36819330842,"GUA"
1896,520,"GUI"
1900,520,"GUI"
1904,520,"GUI"
1908,520,"GUI"
1912,520,"GUI"
1916,520,"GUI"
1920,520,"GUI"
1924,520,"GUI"
1928,520,"GUI"
1932,520,"GUI"
1936,520,"GUI"
1940,520,"GUI"
1944,520,"GUI"
1948,520,"GUI"
1952,550,"GUI"
1956,610,"GUI"
1960,671,"GUI"
1964,720,"GUI"
1968,776,"GUI"
1972,826,"GUI"
1976,905,"GUI"
1980,872,"GUI"
1984,824,"GUI"
1988,856,"GUI"
1992,833.226762332466,"GUI"
1996,927.12947969862,"GUI"
2000,1046.56706272681,"GUI"
2004,1159.82503467527,"GUI"
2008,1290.4037004352,"GUI"
2012,1397,"GUI"
2016,1472.95301889483,"GUI"
2020,1726.50825466548,"GUI"
1896,462,"GBS"
1900,462,"GBS"
1904,462,"GBS"
1908,462,"GBS"
1912,462,"GBS"
1916,462,"GBS"
1920,462,"GBS"
1924,462,"GBS"
1928,462,"GBS"
1932,462,"GBS"
1936,462,"GBS"
1940,462,"GBS"
1944,462,"GBS"
1948,462,"GBS"
1952,516,"GBS"
1956,703,"GBS"
1960,800,"GBS"
1964,1027,"GBS"
1968,1270,"GBS"
1972,1412,"GBS"
1976,1443,"GBS"
1980,1207,"GBS"
1984,1162,"GBS"
1988,1235,"GBS"
1992,1287.27647823764,"GBS"
1996,1337.46758135933,"GBS"
2000,1230.64062943992,"GBS"
2004,1194.67079177702,"GBS"
2008,1270.72275565182,"GBS"
2012,1361,"GBS"
2016,1443.42402083808,"GBS"
2020,1531.30951256049,"GBS"
1896,1780,"HAI"
1900,1780,"HAI"
1904,1780,"HAI"
1908,1780,"HAI"
1912,1780,"HAI"
1916,1780,"HAI"
1920,1780,"HAI"
1924,1780,"HAI"
1928,1780,"HAI"
1932,1780,"HAI"
1936,1780,"HAI"
1940,1780,"HAI"
1944,1780,"HAI"
1948,1784,"HAI"
1952,1860,"HAI"
1956,1897,"HAI"
1960,1809,"HAI"
1964,1604,"HAI"
1968,1510,"HAI"
1972,1635,"HAI"
1976,1835,"HAI"
1980,2063,"HAI"
1984,1803,"HAI"
1988,1701,"HAI"
1992,1535.97067314801,"HAI"
1996,1426.41255434455,"HAI"
2000,1520.72923536376,"HAI"
2004,1439.20765878902,"HAI"
2008,1555.49319297435,"HAI"
2012,1674,"HAI"
2016,1748.72692737215,"HAI"
2020,1641.76170500388,"HAI"
1896,1957,"HON"
1900,1957,"HON"
1904,1957,"HON"
1908,1957,"HON"
1912,1957,"HON"
1916,1957,"HON"
1920,1957,"HON"
1924,1753,"HON"
1928,2377,"HON"
1932,2109,"HON"
1936,1741,"HON"
1940,1782,"HON"
1944,1545,"HON"
1948,2045,"HON"
1952,2083,"HON"
1956,2080,"HON"
1960,2147,"HON"
1964,2209,"HON"
1968,2463,"HON"
1972,2448,"HON"
1976,2954,"HON"
1980,3282,"HON"
1984,2968,"HON"
1988,3009,"HON"
1992,3094.54775018006,"HON"
1996,3210.27029165277,"HON"
2000,3335.71536975409,"HON"
2004,3686.66686118623,"HON"
2008,4358.76294231582,"HON"
2012,4518,"HON"
2016,4803.28043081604,"HON"
2020,4567.88569067124,"HON"
1896,2547.8,"HUN"
1900,2681,"HUN"
1904,2883.8,"HUN"
1908,3086.6,"HUN"
1912,3292,"HUN"
1916,3078.28571428571,"HUN"
1920,2724,"HUN"
1924,3048,"HUN"
1928,3849,"HUN"
1932,3494,"HUN"
1936,4173,"HUN"
1940,4186,"HUN"
1944,3557.5,"HUN"
1948,3507,"HUN"
1952,4403,"HUN"
1956,4632,"HUN"
1960,5816,"HUN"
1964,6994,"HUN"
1968,7865,"HUN"
1972,8505,"HUN"
1976,9231,"HUN"
1980,10052,"HUN"
1984,10696,"HUN"
1988,11207,"HUN"
1992,9153.92082439348,"HUN"
1996,10359.1814112874,"HUN"
2000,13129.2731078331,"HUN"
2004,16999.0055142185,"HUN"
2008,20380.6317638976,"HUN"
2012,20731.670063284,"HUN"
2016,23568.9257427087,"HUN"
2020,26091.4003299994,"HUN"
1896,2291.26073562667,"ISL"
1900,2289.47334642053,"ISL"
1904,2460.79702132219,"ISL"
1908,2766.63890147159,"ISL"
1912,3067.85559309246,"ISL"
1916,2716.39715364126,"ISL"
1920,2450.50549582191,"ISL"
1924,3028.72584108975,"ISL"
1928,3706.46207301772,"ISL"
1932,4068.99824970602,"ISL"
1936,4312.97492634776,"ISL"
1940,5235.01919210346,"ISL"
1944,7775.63588153649,"ISL"
1948,9215.16333938294,"ISL"
1952,8823,"ISL"
1956,10323,"ISL"
1960,10959,"ISL"
1964,13386,"ISL"
1968,13648,"ISL"
1972,17366,"ISL"
1976,19877,"ISL"
1980,24528,"ISL"
1984,25357,"ISL"
1988,28934,"ISL"
1992,26859.2819477117,"ISL"
1996,28277.7871352755,"ISL"
2000,33108.2909910372,"ISL"
2004,36209.2439176958,"ISL"
2008,40810.2290862093,"ISL"
2012,36933.8939571062,"ISL"
2016,41682.8677687261,"ISL"
2020,39368.3993990269,"ISL"
1896,850,"IND"
1900,955,"IND"
1904,1050,"IND"
1908,987,"IND"
1912,1098,"IND"
1916,1132,"IND"
1920,1012,"IND"
1924,1111,"IND"
1928,1125,"IND"
1932,1130,"IND"
1936,1111,"IND"
1940,1093,"IND"
1944,1089,"IND"
1948,983,"IND"
1952,1003,"IND"
1956,1117,"IND"
1960,1200,"IND"
1964,1309,"IND"
1968,1290,"IND"
1972,1329,"IND"
1976,1417,"IND"
1980,1495,"IND"
1984,1690,"IND"
1988,1938,"IND"
1992,2115.25744288865,"IND"
1996,2475.56805896638,"IND"
2000,2753.08550705882,"IND"
2004,3212.51103363416,"IND"
2008,4030.65437807005,"IND"
2012,4982.08317492358,"IND"
2016,6326.06442337151,"IND"
2020,6730.54682201476,"IND"
1896,1092,"INA"
1900,1151,"INA"
1904,1138,"INA"
1908,1160,"INA"
1912,1315,"INA"
1916,1344,"INA"
1920,1409,"INA"
1924,1486,"INA"
1928,1685,"INA"
1932,1481,"INA"
1936,1543,"INA"
1940,1766,"INA"
1944,1564.625,"INA"
1948,1240.125,"INA"
1952,1401,"INA"
1956,1533,"INA"
1960,1613,"INA"
1964,1583,"INA"
1968,1580,"INA"
1972,2117,"INA"
1976,2536,"INA"
1980,2981,"INA"
1984,3134,"INA"
1988,3500,"INA"
1992,4536.40989932572,"INA"
1996,5851.29554395515,"INA"
2000,5384.38666045488,"INA"
2004,6180.90997114531,"INA"
2008,7633.16579599593,"INA"
2012,9272.00911977256,"INA"
2016,10849.6695811754,"INA"
2020,11895.0753306976,"INA"
1896,1148.88372093023,"IRI"
1900,1178.55813953488,"IRI"
1904,1208.23255813953,"IRI"
1908,1237.90697674419,"IRI"
1912,1267.58139534884,"IRI"
1916,1393.94594594595,"IRI"
1920,1552.54054054054,"IRI"
1924,1711.13513513514,"IRI"
1928,1869.72972972973,"IRI"
1932,2028.32432432432,"IRI"
1936,2186.91891891892,"IRI"
1940,2345.51351351351,"IRI"
1944,2504.10810810811,"IRI"
1948,2662.7027027027,"IRI"
1952,2597,"IRI"
1956,2541,"IRI"
1960,3437,"IRI"
1964,4026,"IRI"
1968,5659,"IRI"
1972,8247,"IRI"
1976,10665,"IRI"
1980,6334,"IRI"
1984,6951,"IRI"
1988,5249,"IRI"
1992,7036.31509003198,"IRI"
1996,7746.4090150839,"IRI"
2000,9104.76299117977,"IRI"
2004,12404.3236607682,"IRI"
2008,15739.9838815813,"IRI"
2012,17556.5330188044,"IRI"
2016,17738.0594595156,"IRI"
2020,17296.2637113276,"IRI"
1896,1148.88372093023,"IRQ"
1900,1178.55813953488,"IRQ"
1904,1208.23255813953,"IRQ"
1908,1237.90697674419,"IRQ"
1912,1267.58139534884,"IRQ"
1916,1347.89189189189,"IRQ"
1920,1445.08108108108,"IRQ"
1924,1542.27027027027,"IRQ"
1928,1639.45945945946,"IRQ"
1932,1736.64864864865,"IRQ"
1936,1833.83783783784,"IRQ"
1940,1931.02702702703,"IRQ"
1944,2028.21621621622,"IRQ"
1948,2125.40540540541,"IRQ"
1952,2482,"IRQ"
1956,3808,"IRQ"
1960,4360,"IRQ"
1964,4965,"IRQ"
1968,5745,"IRQ"
1972,5297,"IRQ"
1976,8007,"IRQ"
1980,10165,"IRQ"
1984,6593,"IRQ"
1988,4635,"IRQ"
1992,2046.18088439654,"IRQ"
1996,2337.52265340147,"IRQ"
2000,3649.49294748339,"IRQ"
2004,6061.5546184461,"IRQ"
2008,8587.26471999696,"IRQ"
2012,12521.5412281834,"IRQ"
2016,14173.7622454778,"IRQ"
2020,11717.3752963146,"IRQ"
1896,3755.32558139535,"IRL"
1900,3897.83720930233,"IRL"
1904,4040.3488372093,"IRL"
1908,4182.86046511628,"IRL"
1912,4325.37209302326,"IRL"
1916,4239.875,"IRL"
1920,4078.375,"IRL"
1924,4095,"IRL"
1928,4363,"IRL"
1932,4599,"IRL"
1936,4865,"IRL"
1940,4865,"IRL"
1944,4865,"IRL"
1948,5149,"IRL"
1952,5805,"IRL"
1956,6212,"IRL"
1960,6825,"IRL"
1964,7948,"IRL"
1968,9197,"IRL"
1972,10621,"IRL"
1976,11639,"IRL"
1980,13614,"IRL"
1984,14435,"IRL"
1988,16313,"IRL"
1992,20032.7186903767,"IRL"
1996,26562.9089844149,"IRL"
2000,38806.5013574153,"IRL"
2004,47028.8647351758,"IRL"
2008,49583.1415262939,"IRL"
2012,47360.089597748,"IRL"
2016,53686.8435115724,"IRL"
2020,55134.8564989063,"IRL"
1896,4490,"ISR"
1900,4490,"ISR"
1904,4490,"ISR"
1908,4490,"ISR"
1912,4490,"ISR"
1916,4490,"ISR"
1920,4490,"ISR"
1924,4490,"ISR"
1928,4490,"ISR"
1932,4490,"ISR"
1936,4490,"ISR"
1940,4490,"ISR"
1944,4490,"ISR"
1948,4490,"ISR"
1952,4828,"ISR"
1956,6153,"ISR"
1960,7433,"ISR"
1964,9430,"ISR"
1968,11210,"ISR"
1972,15108,"ISR"
1976,16053,"ISR"
1980,17508,"ISR"
1984,18305,"ISR"
1988,20256,"ISR"
1992,21531.5961416535,"ISR"
1996,23979.9952749834,"ISR"
2000,26058.8405870726,"ISR"
2004,25210.8787561371,"ISR"
2008,27857.6186676969,"ISR"
2012,29580.8352993748,"ISR"
2016,31822.8748026582,"ISR"
2020,32730.9425413735,"ISR"
1896,3153,"ITA"
1900,3264,"ITA"
1904,3461,"ITA"
1908,3795,"ITA"
1912,3875,"ITA"
1916,3942,"ITA"
1920,3789,"ITA"
1924,4324,"ITA"
1928,4693,"ITA"
1932,4602,"ITA"
1936,4471,"ITA"
1940,5099,"ITA"
1944,3162,"ITA"
1948,4814,"ITA"
1952,6371,"ITA"
1956,7745,"ITA"
1960,9430,"ITA"
1964,11934,"ITA"
1968,14513,"ITA"
1972,16035,"ITA"
1976,18147,"ITA"
1980,20959,"ITA"
1984,21868,"ITA"
1988,24743,"ITA"
1992,26960.6108434833,"ITA"
1996,29231.2756037388,"ITA"
2000,32716.9800507895,"ITA"
2004,34472.1275698319,"ITA"
2008,35942.9393461282,"ITA"
2012,34010.0351871531,"ITA"
2016,34120.4221768589,"ITA"
2020,32385.3270951066,"ITA"
1896,908,"JAM"
1900,926,"JAM"
1904,940.769230769231,"JAM"
1908,955.538461538462,"JAM"
1912,970.307692307692,"JAM"
1916,1000,"JAM"
1920,1034.66666666667,"JAM"
1924,1069.33333333333,"JAM"
1928,1106.5,"JAM"
1932,1144.5,"JAM"
1936,1391,"JAM"
1940,1547.5,"JAM"
1944,2098,"JAM"
1948,2311.66666666667,"JAM"
1952,2397,"JAM"
1956,3491,"JAM"
1960,4230,"JAM"
1964,4629,"JAM"
1968,5235,"JAM"
1972,6150,"JAM"
1976,5681,"JAM"
1980,4975,"JAM"
1984,5059,"JAM"
1988,5397,"JAM"
1992,6292.02885816339,"JAM"
1996,6648.93315693184,"JAM"
2000,6531.28475813797,"JAM"
2004,7004.98453646445,"JAM"
2008,7353.10712687864,"JAM"
2012,7119.50555379656,"JAM"
2016,7381.33241824725,"JAM"
2020,6880.48835271308,"JAM"
1896,1904.44316682,"JPN"
1900,2123.25060819,"JPN"
1904,2178.9910617,"JPN"
1908,2356.91760126,"JPN"
1912,2419.70949012,"JPN"
1916,2829.28709514,"JPN"
1920,2973.96228429,"JPN"
1924,3316.35719319,"JPN"
1928,3554.11569192,"JPN"
1932,3529.28786259,"JPN"
1936,3985.54558119,"JPN"
1940,4882.39852782,"JPN"
1944,4816.11,"JPN"
1948,2857.23,"JPN"
1952,3724,"JPN"
1956,4699,"JPN"
1960,6354,"JPN"
1964,9035,"JPN"
1968,12725,"JPN"
1972,17110,"JPN"
1976,18600,"JPN"
1980,21404,"JPN"
1984,23548,"JPN"
1988,27393,"JPN"
1992,30977.8144904312,"JPN"
1996,32784.1581859793,"JPN"
2000,33210.8078159904,"JPN"
2004,34313.5568847059,"JPN"
2008,35496.22745171,"JPN"
2012,35537.4387641568,"JPN"
2016,37384.5570542166,"JPN"
2020,36826.6389692139,"JPN"
1896,1405.02325581395,"JOR"
1900,1449.48837209302,"JOR"
1904,1493.95348837209,"JOR"
1908,1538.41860465116,"JOR"
1912,1582.88372093023,"JOR"
1916,1679.7027027027,"JOR"
1920,1793.97297297297,"JOR"
1924,1908.24324324324,"JOR"
1928,2022.51351351351,"JOR"
1932,2136.78378378378,"JOR"
1936,2251.05405405405,"JOR"
1940,2365.32432432432,"JOR"
1944,2479.59459459459,"JOR"
1948,2593.86486486487,"JOR"
1952,2751,"JOR"
1956,3410,"JOR"
1960,3714,"JOR"
1964,4752,"JOR"
1968,4262,"JOR"
1972,3754,"JOR"
1976,4935,"JOR"
1980,7141,"JOR"
1984,7599,"JOR"
1988,7571,"JOR"
1992,6456.12314842036,"JOR"
1996,6783.22904950219,"JOR"
2000,7621.8406196108,"JOR"
2004,9288.61659605206,"JOR"
2008,11378.2562593997,"JOR"
2012,11704.6570710159,"JOR"
2016,9149.41215916899,"JOR"
2020,8896.38255102744,"JOR"
1896,12154,"KAZ"
1900,12154,"KAZ"
1904,12154,"KAZ"
1908,12154,"KAZ"
1912,12154,"KAZ"
1916,12154,"KAZ"
1920,12154,"KAZ"
1924,12154,"KAZ"
1928,12154,"KAZ"
1932,12154,"KAZ"
1936,12154,"KAZ"
1940,12154,"KAZ"
1944,12154,"KAZ"
1948,12154,"KAZ"
1952,12154,"KAZ"
1956,12154,"KAZ"
1960,12154,"KAZ"
1964,12154,"KAZ"
1968,12154,"KAZ"
1972,12154,"KAZ"
1976,12044.7142857143,"KAZ"
1980,11899,"KAZ"
1984,11553,"KAZ"
1988,12256,"KAZ"
1992,10012.6111577228,"KAZ"
1996,7826.85765120067,"KAZ"
2000,9309.4194651858,"KAZ"
2004,13929.7297570139,"KAZ"
2008,18665.7653320354,"KAZ"
2012,22089.9237188043,"KAZ"
2016,23731.5113952677,"KAZ"
2020,25124.4865450627,"KAZ"
1896,652.138248847926,"KEN"
1900,652.138248847926,"KEN"
1904,652.138248847926,"KEN"
1908,629.815668202765,"KEN"
1912,687.216589861751,"KEN"
1916,783.375398794753,"KEN"
1920,871.193902871322,"KEN"
1924,959.01240694789,"KEN"
1928,1068.29493087558,"KEN"
1932,1058.72811059908,"KEN"
1936,1230.93087557604,"KEN"
1940,1128.35330261137,"KEN"
1944,1119.31797235023,"KEN"
1948,1047.5668202765,"KEN"
1952,1063,"KEN"
1956,1173,"KEN"
1960,1157,"KEN"
1964,1208,"KEN"
1968,1366,"KEN"
1972,1524,"KEN"
1976,1503,"KEN"
1980,1675,"KEN"
1984,1594,"KEN"
1988,1741,"KEN"
1992,1724.8744312691,"KEN"
1996,1851.28138215243,"KEN"
2000,1914.8863918102,"KEN"
2004,2066.21019811963,"KEN"
2008,2357.23254112996,"KEN"
2012,2754.76453397186,"KEN"
2016,2975.47946717408,"KEN"
2020,3129.5852831151,"KEN"
1896,46031,"KUW"
1900,46031,"KUW"
1904,46031,"KUW"
1908,46031,"KUW"
1912,46031,"KUW"
1916,46031,"KUW"
1920,46031,"KUW"
1924,46031,"KUW"
1928,46031,"KUW"
1932,46031,"KUW"
1936,46031,"KUW"
1940,46031,"KUW"
1944,46031,"KUW"
1948,46031,"KUW"
1952,47856,"KUW"
1956,52404,"KUW"
1960,45929,"KUW"
1964,40333,"KUW"
1968,35546,"KUW"
1972,48283,"KUW"
1976,28956,"KUW"
1980,21154,"KUW"
1984,14384,"KUW"
1988,12317,"KUW"
1992,12965.0669266169,"KUW"
1996,29612.6600989995,"KUW"
2000,35844.7475240851,"KUW"
2004,55911.7935999109,"KUW"
2008,75138.1196927745,"KUW"
2012,80657.134437754,"KUW"
2016,79289.1733374591,"KUW"
2020,66365.9908246503,"KUW"
1896,5941,"KGZ"
1900,5941,"KGZ"
1904,5941,"KGZ"
1908,5941,"KGZ"
1912,5941,"KGZ"
1916,5941,"KGZ"
1920,5941,"KGZ"
1924,5941,"KGZ"
1928,5941,"KGZ"
1932,5941,"KGZ"
1936,5941,"KGZ"
1940,5941,"KGZ"
1944,5941,"KGZ"
1948,5941,"KGZ"
1952,5941,"KGZ"
1956,5941,"KGZ"
1960,5941,"KGZ"
1964,5941,"KGZ"
1968,5941,"KGZ"
1972,5941,"KGZ"
1976,5901.14285714286,"KGZ"
1980,5848,"KGZ"
1984,5952,"KGZ"
1988,5679,"KGZ"
1992,4362.11265416902,"KGZ"
1996,2901.55419395731,"KGZ"
2000,3246.38306906804,"KGZ"
2004,3632.1470955154,"KGZ"
2008,4046.72078648019,"KGZ"
2012,4103.81989752539,"KGZ"
2016,4925.40944747001,"KGZ"
2020,4899.0611852046,"KGZ"
1896,697,"LAO"
1900,697,"LAO"
1904,697,"LAO"
1908,697,"LAO"
1912,697,"LAO"
1916,697,"LAO"
1920,697,"LAO"
1924,697,"LAO"
1928,697,"LAO"
1932,697,"LAO"
1936,697,"LAO"
1940,697,"LAO"
1944,697,"LAO"
1948,697,"LAO"
1952,714,"LAO"
1956,744,"LAO"
1960,771,"LAO"
1964,802,"LAO"
1968,834,"LAO"
1972,886,"LAO"
1976,1023,"LAO"
1980,1054,"LAO"
1984,1344,"LAO"
1988,1286,"LAO"
1992,1563.90573665207,"LAO"
1996,1899.89586730929,"LAO"
2000,2262.2356490254,"LAO"
2004,2784.68009144169,"LAO"
2008,3614.47682688708,"LAO"
2012,4670,"LAO"
2016,5859.66331823327,"LAO"
2020,6824.14415411606,"LAO"
1896,12506,"LAT"
1900,12506,"LAT"
1904,12506,"LAT"
1908,12506,"LAT"
1912,12506,"LAT"
1916,12506,"LAT"
1920,12506,"LAT"
1924,12506,"LAT"
1928,12506,"LAT"
1932,12506,"LAT"
1936,12506,"LAT"
1940,12506,"LAT"
1944,12506,"LAT"
1948,12506,"LAT"
1952,12506,"LAT"
1956,12506,"LAT"
1960,12506,"LAT"
1964,12506,"LAT"
1968,12506,"LAT"
1972,12506,"LAT"
1976,13034.4285714286,"LAT"
1980,13739,"LAT"
1984,14682,"LAT"
1988,14875,"LAT"
1992,9411.19496932769,"LAT"
1996,8947.26813728627,"LAT"
2000,11309.7403901285,"LAT"
2004,15371.1813266083,"LAT"
2008,20342.1982902556,"LAT"
2012,19970.0304134941,"LAT"
2016,22913.0230383413,"LAT"
2020,25453.065151316,"LAT"
1896,1995.90697674419,"LBN"
1900,2070.04651162791,"LBN"
1904,2144.18604651163,"LBN"
1908,2218.32558139535,"LBN"
1912,2292.46511627907,"LBN"
1916,2437.56756756757,"LBN"
1920,2606.32432432432,"LBN"
1924,2775.08108108108,"LBN"
1928,2943.83783783784,"LBN"
1932,3112.59459459459,"LBN"
1936,3281.35135135135,"LBN"
1940,3450.10810810811,"LBN"
1944,3618.86486486487,"LBN"
1948,3787.62162162162,"LBN"
1952,5327,"LBN"
1956,6663,"LBN"
1960,5812,"LBN"
1964,6156,"LBN"
1968,6876,"LBN"
1972,8228,"LBN"
1976,2442,"LBN"
1980,4608,"LBN"
1984,4828,"LBN"
1988,4385,"LBN"
1992,4618.00542858399,"LBN"
1996,6567.40063439123,"LBN"
2000,7405.70702632181,"LBN"
2004,9491.6106521768,"LBN"
2008,12479.1077133744,"LBN"
2012,16284.7630230297,"LBN"
2016,13073.5561555305,"LBN"
2020,10182.6368761013,"LBN"
1896,631,"LES"
1900,631,"LES"
1904,631,"LES"
1908,631,"LES"
1912,631,"LES"
1916,631,"LES"
1920,631,"LES"
1924,631,"LES"
1928,631,"LES"
1932,631,"LES"
1936,631,"LES"
1940,631,"LES"
1944,631,"LES"
1948,631,"LES"
1952,666,"LES"
1956,735,"LES"
1960,813,"LES"
1964,1054,"LES"
1968,1084,"LES"
1972,1108,"LES"
1976,1447,"LES"
1980,1589,"LES"
1984,1589,"LES"
1988,1736,"LES"
1992,1914.62382045181,"LES"
1996,1931.6607745291,"LES"
2000,1967.43327436145,"LES"
2004,2004.06017812124,"LES"
2008,2177.85735056552,"LES"
2012,2456,"LES"
2016,2774.59956499597,"LES"
2020,2297.38302745904,"LES"
1896,1398.18357933579,"LBR"
1900,1401.09040590406,"LBR"
1904,1467.94741697417,"LBR"
1908,1590.03413284133,"LBR"
1912,1683.05258302583,"LBR"
1916,1322.60608856089,"LBR"
1920,1424.34501845018,"LBR"
1924,1511.54981549815,"LBR"
1928,1517.36346863469,"LBR"
1932,1360.39483394834,"LBR"
1936,1465.0405904059,"LBR"
1940,1680.14575645756,"LBR"
1944,2284.76568265683,"LBR"
1948,2360.34317343173,"LBR"
1952,3277,"LBR"
1956,3494,"LBR"
1960,3674,"LBR"
1964,3679,"LBR"
1968,4136,"LBR"
1972,4568,"LBR"
1976,4415,"LBR"
1980,4138,"LBR"
1984,3443,"LBR"
1988,3070,"LBR"
1992,915.120585248132,"LBR"
1996,391.085917171772,"LBR"
2000,971.933016146115,"LBR"
2004,760.87577610951,"LBR"
2008,811.158033784576,"LBR"
2012,853,"LBR"
2016,843.526230083184,"LBR"
2020,768.405446224404,"LBR"
1896,620,"LBA"
1900,620,"LBA"
1904,620,"LBA"
1908,620,"LBA"
1912,620,"LBA"
1916,620,"LBA"
1920,620,"LBA"
1924,620,"LBA"
1928,620,"LBA"
1932,620,"LBA"
1936,620,"LBA"
1940,620,"LBA"
1944,620,"LBA"
1948,620,"LBA"
1952,697,"LBA"
1956,950,"LBA"
1960,1323,"LBA"
1964,3156,"LBA"
1968,6071,"LBA"
1972,6237,"LBA"
1976,8142,"LBA"
1980,8741,"LBA"
1984,5695,"LBA"
1988,4670,"LBA"
1992,6113.35350838343,"LBA"
1996,7543.93543073536,"LBA"
2000,9770.98043889931,"LBA"
2004,14193.2590078302,"LBA"
2008,25140.5988288157,"LBA"
2012,25302.5162618618,"LBA"
2016,14219.171598321,"LBA"
2020,11741.8644851397,"LBA"
1896,12103,"LTU"
1900,12103,"LTU"
1904,12103,"LTU"
1908,12103,"LTU"
1912,12103,"LTU"
1916,12103,"LTU"
1920,12103,"LTU"
1924,12103,"LTU"
1928,12103,"LTU"
