"year","gdppc","code"
1896,1002.48504478365,"COR"
1900,1030.50469740128,"COR"
1904,1058.52435001891,"COR"
1908,1086.54400263654,"COR"
1912,1090.4380672581,"COR"
1916,1314.99437366312,"COR"
1920,1428.81642393374,"COR"
1924,1422.14929874806,"COR"
1928,1492.93697243396,"COR"
1932,1620.94456310234,"COR"
1936,1692.88664269553,"COR"
1940,1975.23613458624,"COR"
1944,1429.21420055196,"COR"
1948,1098.87154619638,"COR"
1952,1038.04102619505,"COR"
1956,1381.98276854527,"COR"
1960,1547.69177263856,"COR"
1964,1834.9778125414,"COR"
1968,2468.48358458018,"COR"
1972,3387.89053461182,"COR"
1976,4855.94072488161,"COR"
1980,6064.04009282181,"COR"
1984,8303.51898630704,"COR"
1988,12039.9457868355,"COR"
1992,15712.0022092603,"COR"
1996,20204.5613654713,"COR"
2000,23108.0175367617,"COR"
2004,26646.5032864598,"COR"
2008,30117.7285767672,"COR"
2012,32826.4816505137,"COR"
2016,36255.2383631498,"COR"
2020,38606.9833203548,"COR"
1896,8552,"MDA"
1900,8552,"MDA"
1904,8552,"MDA"
1908,8552,"MDA"
1912,8552,"MDA"
1916,8552,"MDA"
1920,8552,"MDA"
1924,8552,"MDA"
1928,8552,"MDA"
1932,8552,"MDA"
1936,8552,"MDA"
1940,8552,"MDA"
1944,8552,"MDA"
1948,8552,"MDA"
1952,8552,"MDA"
1956,8552,"MDA"
1960,8552,"MDA"
1964,8552,"MDA"
1968,8552,"MDA"
1972,8552,"MDA"
1976,8777.42857142857,"MDA"
1980,9078,"MDA"
1984,10508,"MDA"
1988,9731,"MDA"
1992,5546.36640387555,"MDA"
1996,3305.49665221579,"MDA"
2000,2989.53479831132,"MDA"
2004,3813.43113404425,"MDA"
2008,4652.45725879469,"MDA"
2012,4914.03795816787,"MDA"
2016,6102.69453753903,"MDA"
2020,6560.74776968675,"MDA"
1896,1502.89622887464,"ROU"
1900,1406.82067086439,"ROU"
1904,1100.29389054597,"ROU"
1908,1441.13337015376,"ROU"
1912,1756.81020361601,"ROU"
1916,1495.02792882444,"ROU"
1920,1063.69367797063,"ROU"
1924,1386.23305129076,"ROU"
1928,1477.73358272909,"ROU"
1932,1413.68321072226,"ROU"
1936,1585.24670716914,"ROU"
1940,1582.95919388318,"ROU"
1944,1290.15749328051,"ROU"
1948,2976.05478503181,"ROU"
1952,2124.85637527654,"ROU"
1956,2587.60262286402,"ROU"
1960,2938.8025721958,"ROU"
1964,3599.46696361023,"ROU"
1968,4366.12022001875,"ROU"
1972,5413.41779052776,"ROU"
1976,6243.14631944519,"ROU"
1980,6591.63651394997,"ROU"
1984,6659.45404351326,"ROU"
1988,6511.95610906519,"ROU"
1992,4818.30439775258,"ROU"
1996,6476.47447539912,"ROU"
2000,7089.94612573642,"ROU"
2004,10531.1718022169,"ROU"
2008,16347.3435343349,"ROU"
2012,17580.9323000955,"ROU"
2016,19825.6025546891,"ROU"
2020,24799.7118328902,"ROU"
1896,984.607893084439,"RUS"
1900,1049.18078743003,"RUS"
1904,1151.70384141699,"RUS"
1908,973.489308271247,"RUS"
1912,1086.00949503922,"RUS"
1916,1077.57948498029,"RUS"
1920,636.906155679871,"RUS"
1924,901.164803172307,"RUS"
1928,1281.74117054024,"RUS"
1932,1459.3623103734,"RUS"
1936,2040.58046045679,"RUS"
1940,2529.38450384786,"RUS"
1944,2391.63492966983,"RUS"
1948,2940.4406151493,"RUS"
1952,3686.91716216295,"RUS"
1956,4615.27889387285,"RUS"
1960,5557,"RUS"
1964,6754,"RUS"
1968,8391,"RUS"
1972,9785,"RUS"
1976,11426,"RUS"
1980,12204,"RUS"
1984,12379,"RUS"
1988,12720,"RUS"
1992,10487.5477012209,"RUS"
1996,8479.38077559598,"RUS"
2000,10552.8846095804,"RUS"
2004,14880.9787045091,"RUS"
2008,21563.4619154372,"RUS"
2012,24020.3111837986,"RUS"
2016,23610.3688230742,"RUS"
2020,24625.3843682691,"RUS"
1896,1020,"RWA"
1900,1020,"RWA"
1904,1020,"RWA"
1908,1020,"RWA"
1912,1020,"RWA"
1916,1020,"RWA"
1920,1020,"RWA"
1924,1020,"RWA"
1928,1020,"RWA"
1932,1020,"RWA"
1936,1020,"RWA"
1940,1020,"RWA"
1944,1020,"RWA"
1948,1020,"RWA"
1952,1071,"RWA"
1956,1156,"RWA"
1960,1224,"RWA"
1964,980,"RWA"
1968,1154,"RWA"
1972,1282,"RWA"
1976,1387,"RWA"
1980,1672,"RWA"
1984,1597,"RWA"
1988,1538,"RWA"
1992,1301.68900792678,"RWA"
1996,976.407910612693,"RWA"
2000,1023.61822713066,"RWA"
2004,1159.02810839957,"RWA"
2008,1364.74501289332,"RWA"
2012,1528.55195947096,"RWA"
2016,1774.9014560703,"RWA"
2020,1935.2662175116,"RWA"
1896,1231,"LCA"
1900,1231,"LCA"
1904,1231,"LCA"
1908,1231,"LCA"
1912,1231,"LCA"
1916,1231,"LCA"
1920,1231,"LCA"
1924,1231,"LCA"
1928,1231,"LCA"
1932,1231,"LCA"
1936,1231,"LCA"
1940,1231,"LCA"
1944,1231,"LCA"
1948,1231,"LCA"
1952,1288,"LCA"
1956,1433,"LCA"
1960,1691,"LCA"
1964,1900,"LCA"
1968,2091,"LCA"
1972,2279,"LCA"
1976,2820,"LCA"
1980,3011,"LCA"
1984,3403,"LCA"
1988,4779,"LCA"
1992,5737.28842208217,"LCA"
1996,6330.93445870824,"LCA"
2000,7191.27473062504,"LCA"
2004,8322.34545011215,"LCA"
2008,9931.68418247749,"LCA"
2012,10067,"LCA"
2016,10486.9554082396,"LCA"
2020,8164.9064327428,"LCA"
1896,905.790697674419,"KSA"
1900,917.604651162791,"KSA"
1904,929.418604651163,"KSA"
1908,941.232558139535,"KSA"
1912,953.046511627907,"KSA"
1916,1166.81081081081,"KSA"
1920,1447.89189189189,"KSA"
1924,1728.97297297297,"KSA"
1928,2010.05405405405,"KSA"
1932,2291.13513513513,"KSA"
1936,2572.21621621622,"KSA"
1940,2853.2972972973,"KSA"
1944,3134.37837837838,"KSA"
1948,3415.45945945946,"KSA"
1952,3937,"KSA"
1956,4901,"KSA"
1960,5928,"KSA"
1964,7978,"KSA"
1968,10916,"KSA"
1972,15138,"KSA"
1976,19297,"KSA"
1980,21068,"KSA"
1984,16343,"KSA"
1988,12795,"KSA"
1992,17905.2801642793,"KSA"
1996,20280.4931846211,"KSA"
2000,23904.515387401,"KSA"
2004,30233.5109211299,"KSA"
2008,39393.4288564951,"KSA"
2012,49835.0474161016,"KSA"
2016,51959.0747121649,"KSA"
2020,46723.9294048797,"KSA"
1896,2007,"SEN"
1900,2007,"SEN"
1904,2007,"SEN"
1908,2007,"SEN"
1912,2007,"SEN"
1916,2007,"SEN"
1920,2007,"SEN"
1924,2007,"SEN"
1928,2007,"SEN"
1932,2007,"SEN"
1936,2007,"SEN"
1940,2007,"SEN"
1944,2007,"SEN"
1948,2007,"SEN"
1952,2077,"SEN"
1956,2212,"SEN"
1960,2303,"SEN"
1964,2389,"SEN"
1968,2389,"SEN"
1972,2289,"SEN"
1976,2370,"SEN"
1980,2021,"SEN"
1984,1989,"SEN"
1988,2085,"SEN"
1992,1942.92672653003,"SEN"
1996,1866.34228502269,"SEN"
2000,1983.52404748961,"SEN"
2004,2074.95381162079,"SEN"
2008,2146.79146464314,"SEN"
2012,2141.3882665162,"SEN"
2016,2335.86530126743,"SEN"
2020,2524.26554762123,"SEN"
1896,2032,"SRB"
1900,2032,"SRB"
1904,2032,"SRB"
1908,2032,"SRB"
1912,2032,"SRB"
1916,2032,"SRB"
1920,2032,"SRB"
1924,2032,"SRB"
1928,2032,"SRB"
1932,2032,"SRB"
1936,2032,"SRB"
1940,2032,"SRB"
1944,2032,"SRB"
1948,2032,"SRB"
1952,2032,"SRB"
1956,2447,"SRB"
1960,3948,"SRB"
1964,5166,"SRB"
1968,5761,"SRB"
1972,7347,"SRB"
1976,8877,"SRB"
1980,10724,"SRB"
1984,10866,"SRB"
1988,10793,"SRB"
1992,6567.66979131886,"SRB"
1996,5710.196717778,"SRB"
2000,6059.58302217881,"SRB"
2004,8512.16789709297,"SRB"
2008,11650.228005412,"SRB"
2012,12438.2559125303,"SRB"
2016,13518.9496981024,"SRB"
2020,15256.4210283038,"SRB"
1896,2632,"SEY"
1900,2632,"SEY"
1904,2632,"SEY"
1908,2632,"SEY"
1912,2632,"SEY"
1916,2632,"SEY"
1920,2632,"SEY"
1924,2632,"SEY"
1928,2632,"SEY"
1932,2632,"SEY"
1936,2632,"SEY"
1940,2632,"SEY"
1944,2632,"SEY"
1948,2632,"SEY"
1952,2821,"SEY"
1956,2949,"SEY"
1960,3257,"SEY"
1964,3424,"SEY"
1968,3470,"SEY"
1972,4149,"SEY"
1976,5149,"SEY"
1980,6424,"SEY"
1984,6030,"SEY"
1988,7114,"SEY"
1992,9304.80806777371,"SEY"
1996,10468.9905824266,"SEY"
2000,14379.8320383995,"SEY"
2004,13735.8975558394,"SEY"
2008,18687.3909992838,"SEY"
2012,22130,"SEY"
2016,28588.6029786127,"SEY"
2020,29647.4821926868,"SEY"
1896,902,"SLE"
1900,902,"SLE"
1904,902,"SLE"
1908,902,"SLE"
1912,902,"SLE"
1916,902,"SLE"
1920,902,"SLE"
1924,902,"SLE"
1928,902,"SLE"
1932,902,"SLE"
1936,902,"SLE"
1940,902,"SLE"
1944,902,"SLE"
1948,902,"SLE"
1952,958,"SLE"
1956,1070,"SLE"
1960,1176,"SLE"
1964,1215,"SLE"
1968,1420,"SLE"
1972,1525,"SLE"
1976,1511,"SLE"
1980,1584,"SLE"
1984,1608,"SLE"
1988,1626,"SLE"
1992,1354.96819689212,"SLE"
1996,1060.56242298435,"SLE"
2000,828.793864301684,"SLE"
2004,1197.15292990557,"SLE"
2008,1363.48755538923,"SLE"
2012,1665,"SLE"
2016,1622.42034698104,"SLE"
2020,1635.71298171314,"SLE"
1896,2101.6,"SGP"
1900,2206,"SGP"
1904,1910,"SGP"
1908,2488,"SGP"
1912,2094,"SGP"
1916,1827,"SGP"
1920,1932,"SGP"
1924,2888,"SGP"
1928,2361,"SGP"
1932,1954,"SGP"
1936,3652,"SGP"
1940,3881.09090909091,"SGP"
1944,3757.45454545455,"SGP"
1948,3633.81818181818,"SGP"
1952,2342,"SGP"
1956,3241,"SGP"
1960,3464,"SGP"
1964,3800,"SGP"
1968,5294,"SGP"
1972,8155,"SGP"
1976,10178,"SGP"
1980,13601,"SGP"
1984,16767,"SGP"
1988,19853,"SGP"
1992,24775.5711919494,"SGP"
1996,32724.4875328756,"SGP"
2000,37772.7596926971,"SGP"
2004,42111.1662234909,"SGP"
2008,52180.1731759185,"SGP"
2012,62855.5234633307,"SGP"
2016,69211.0465967401,"SGP"
2020,71964.6992199707,"SGP"
1896,11815,"SVK"
1900,11815,"SVK"
1904,11815,"SVK"
1908,11815,"SVK"
1912,11815,"SVK"
1916,11815,"SVK"
1920,11815,"SVK"
1924,11815,"SVK"
1928,11815,"SVK"
1932,11815,"SVK"
1936,11815,"SVK"
1940,11815,"SVK"
1944,11815,"SVK"
1948,11815,"SVK"
1952,11815,"SVK"
1956,11815,"SVK"
1960,11815,"SVK"
1964,11815,"SVK"
1968,11815,"SVK"
1972,11815,"SVK"
1976,11815,"SVK"
1980,11815,"SVK"
1984,11815,"SVK"
1988,12659,"SVK"
1992,9838.61485840115,"SVK"
1996,12622.9095750226,"SVK"
2000,13904.9853726498,"SVK"
2004,16570.8618948388,"SVK"
2008,22231.9881558054,"SVK"
2012,22745.2035926412,"SVK"
2016,25087.7139863877,"SVK"
2020,26468.2951047398,"SVK"
1896,3934,"SLO"
1900,3934,"SLO"
1904,3934,"SLO"
1908,3934,"SLO"
1912,3934,"SLO"
1916,3934,"SLO"
1920,3934,"SLO"
1924,3934,"SLO"
1928,3934,"SLO"
1932,3934,"SLO"
1936,3934,"SLO"
1940,3934,"SLO"
1944,3934,"SLO"
1948,3934,"SLO"
1952,3934,"SLO"
1956,4889,"SLO"
1960,7165,"SLO"
1964,9624,"SLO"
1968,10822,"SLO"
1972,14269,"SLO"
1976,17462,"SLO"
1980,21151,"SLO"
1984,20650,"SLO"
1988,20083,"SLO"
1992,15462.7101618003,"SLO"
1996,18376.2462010584,"SLO"
2000,21501.3367278983,"SLO"
2004,24150.5840374106,"SLO"
2008,28473.5957291968,"SLO"
2012,25269.2323059742,"SLO"
2016,27004.7160998092,"SLO"
2020,28733.3025521436,"SLO"
1896,2153,"RSA"
1900,1494,"RSA"
1904,2571,"RSA"
1908,2283,"RSA"
1912,1839.75,"RSA"
1916,1849.25,"RSA"
1920,1915,"RSA"
1924,2037,"RSA"
1928,2444,"RSA"
1932,2047,"RSA"
1936,3048,"RSA"
1940,3419,"RSA"
1944,3610,"RSA"
1948,3848,"RSA"
1952,4175,"RSA"
1956,4645,"RSA"
1960,4847,"RSA"
1964,5499,"RSA"
1968,6087,"RSA"
1972,6550,"RSA"
1976,6802,"RSA"
1980,6998,"RSA"
1984,6672,"RSA"
1988,6319,"RSA"
1992,5901.98447170031,"RSA"
1996,6725.79093583259,"RSA"
2000,7582.77814341639,"RSA"
2004,8877.92099152592,"RSA"
2008,10977.1467973144,"RSA"
2012,11938.2253602724,"RSA"
2016,11908.1114036069,"RSA"
2020,10839.1330806975,"RSA"
1896,2328.16006867657,"ESP"
1900,2672.39052813789,"ESP"
1904,2657.07890709911,"ESP"
1908,2912.79696893228,"ESP"
1912,2911.0817455801,"ESP"
1916,3072.80330379334,"ESP"
1920,3239.31849128423,"ESP"
1924,3513.82669621258,"ESP"
1928,3901.83504741955,"ESP"
1932,3851.0339446991,"ESP"
1936,2872.11937001217,"ESP"
1940,3166.96562665576,"ESP"
1944,3670.84428690895,"ESP"
1948,3473.9224482393,"ESP"
1952,4099.39922657874,"ESP"
1956,4763.96260295763,"ESP"
1960,5031.56658157244,"ESP"
1964,6938.49184363521,"ESP"
1968,8598.88130808511,"ESP"
1972,10787.6926659897,"ESP"
1976,13044.9859936766,"ESP"
1980,14005.9345954545,"ESP"
1984,14313.3266483274,"ESP"
1988,17275.5075523348,"ESP"
1992,20329.1677408367,"ESP"
1996,22185.0667599764,"ESP"
2000,26994.8601202917,"ESP"
2004,30088.0926352499,"ESP"
2008,32844.326112024,"ESP"
2012,30645.215366245,"ESP"
2016,33002.6743470795,"ESP"
2020,30834.5131974243,"ESP"
1896,1734,"SRI"
1900,2056,"SRI"
1904,1937,"SRI"
1908,1946,"SRI"
1912,1844,"SRI"
1916,1870,"SRI"
1920,1741,"SRI"
1924,1798,"SRI"
1928,2004,"SRI"
1932,1819,"SRI"
1936,1873,"SRI"
1940,1994,"SRI"
1944,1839,"SRI"
1948,1847,"SRI"
1952,2093,"SRI"
1956,2091,"SRI"
1960,2064,"SRI"
1964,2104,"SRI"
1968,2291,"SRI"
1972,2327,"SRI"
1976,2464,"SRI"
1980,2917,"SRI"
1984,3387,"SRI"
1988,3633,"SRI"
1992,4020.97417549933,"SRI"
1996,5187.70882955078,"SRI"
2000,5841.0941387742,"SRI"
2004,6191.96644316594,"SRI"
2008,7622.40893241253,"SRI"
2012,9599.04479397157,"SRI"
2016,11236.1195233573,"SRI"
2020,11447.2493287732,"SRI"
1896,1697.74418604651,"PLE"
1900,1772.62790697674,"PLE"
1904,1847.51162790698,"PLE"
1908,1922.39534883721,"PLE"
1912,1997.27906976744,"PLE"
1916,1978.13513513514,"PLE"
1920,1927.64864864865,"PLE"
1924,1877.16216216216,"PLE"
1928,1826.67567567568,"PLE"
1932,1776.18918918919,"PLE"
1936,1725.7027027027,"PLE"
1940,1675.21621621622,"PLE"
1944,1624.72972972973,"PLE"
1948,1574.24324324324,"PLE"
1952,1669,"PLE"
1956,1930,"PLE"
1960,2248,"PLE"
1964,2585,"PLE"
1968,2636,"PLE"
1972,3797,"PLE"
1976,4605,"PLE"
1980,5239,"PLE"
1984,4807,"PLE"
1988,4745,"PLE"
1992,5410.62486051338,"PLE"
1996,5320.25543179518,"PLE"
2000,5377.3935104174,"PLE"
2004,4358.51757480248,"PLE"
2008,4287.20919659314,"PLE"
2012,5054,"PLE"
2016,5316.98831938771,"PLE"
2020,4490.75481028814,"PLE"
1896,1309,"SSD"
1900,1309,"SSD"
1904,1309,"SSD"
1908,1309,"SSD"
1912,1309,"SSD"
1916,1309,"SSD"
1920,1309,"SSD"
1924,1309,"SSD"
1928,1309,"SSD"
1932,1309,"SSD"
1936,1309,"SSD"
1940,1309,"SSD"
1944,1309,"SSD"
1948,1309,"SSD"
1952,1363,"SSD"
1956,1556,"SSD"
1960,1632,"SSD"
1964,1505,"SSD"
1968,1471,"SSD"
1972,1400,"SSD"
1976,1664,"SSD"
1980,1484,"SSD"
1984,1404,"SSD"
1988,1282,"SSD"
1992,1336.05443252018,"SSD"
1996,1551.8573888285,"SSD"
2000,1951.46580110464,"SSD"
2004,2461.30030002733,"SSD"
2008,3478.88758155617,"SSD"
2012,2982.55927429635,"SSD"
2016,3139.75024205745,"SSD"
2020,2586.89550937335,"SSD"
1896,604,"SWZ"
1896,604,"ERI"
1900,604,"SWZ"
1900,604,"ERI"
1904,604,"SWZ"
1904,604,"ERI"
1908,604,"SWZ"
1908,604,"ERI"
1912,604,"SWZ"
1912,604,"ERI"
1916,604,"SWZ"
1916,604,"ERI"
1920,604,"SWZ"
1920,604,"ERI"
1924,604,"SWZ"
1924,604,"ERI"
1928,604,"SWZ"
1928,604,"ERI"
1932,604,"SWZ"
1932,604,"ERI"
1936,604,"SWZ"
1936,604,"ERI"
1940,604,"SWZ"
1940,604,"ERI"
1944,604,"SWZ"
1944,604,"ERI"
1948,604,"SWZ"
1948,604,"ERI"
1952,628,"SWZ"
1952,628,"ERI"
1956,673,"SWZ"
1956,673,"ERI"
1960,783,"SWZ"
1960,783,"ERI"
1964,1172,"SWZ"
1964,1172,"ERI"
1968,1329,"SWZ"
1968,1329,"ERI"
1972,1889,"SWZ"
1972,1889,"ERI"
1976,3142,"SWZ"
1976,3142,"ERI"
1980,2946,"SWZ"
1980,2946,"ERI"
1984,2858,"SWZ"
1984,2858,"ERI"
1988,3492,"SWZ"
1988,3492,"ERI"
1992,3901.40008027314,"SWZ"
1992,3901.40008027314,"ERI"
1996,4514.54908961906,"SWZ"
1996,4514.54908961906,"ERI"
2000,4894.52073798417,"SWZ"
2000,4894.52073798417,"ERI"
2004,5559.47008346137,"SWZ"
2004,5559.47008346137,"ERI"
2008,6791.39216467607,"SWZ"
2008,6791.39216467607,"ERI"
2012,7552,"SWZ"
2012,7552,"ERI"
2016,7993.14950571139,"SWZ"
2016,7993.14950571139,"ERI"
2020,8167.68963896655,"SWZ"
2020,8167.68963896655,"ERI"
1896,3003,"SWE"
1900,3320,"SWE"
1904,3599,"SWE"
1908,3959,"SWE"
1912,4312,"SWE"
1916,5109,"SWE"
1920,4788,"SWE"
1924,5365,"SWE"
1928,6113,"SWE"
1932,6325,"SWE"
1936,7396,"SWE"
1940,7739,"SWE"
1944,7987,"SWE"
1948,9822,"SWE"
1952,11152,"SWE"
1956,12428,"SWE"
1960,13849,"SWE"
1964,16761,"SWE"
1968,18428,"SWE"
1972,20725,"SWE"
1976,22765,"SWE"
1980,23809,"SWE"
1984,25357,"SWE"
1988,27468,"SWE"
1992,27198.52871669,"SWE"
1996,29012.1047002605,"SWE"
2000,34202.6042369012,"SWE"
2004,38016.0634678384,"SWE"
2008,42189.9639876837,"SWE"
2012,41523.1432786696,"SWE"
2016,44131.0319723808,"SWE"
2020,44128.3319669478,"SWE"
1896,5967.24507057932,"SUI"
1900,6611.77821356305,"SUI"
1904,6879.57492621256,"SUI"
1908,7507.70959998377,"SUI"
1912,8311.78027545233,"SUI"
1916,8079.41922593748,"SUI"
1920,7363.9596412385,"SUI"
1924,8195.52064929545,"SUI"
1928,9658.81387249873,"SUI"
1932,9752.44296534974,"SUI"
1936,9301.84625825247,"SUI"
1940,9802.37306877984,"SUI"
1944,8890.73881147861,"SUI"
1948,11189.3430725298,"SUI"
1952,12016.308232061,"SUI"
1956,14507.0601800455,"SUI"
1960,16358.3594046842,"SUI"
1964,19195.446462746,"SUI"
1968,21395.3863755189,"SUI"
1972,25356.9109020439,"SUI"
1976,24752.9073088838,"SUI"
1980,27405.7302362483,"SUI"
1984,28315.0825944092,"SUI"
1988,32482.9076702734,"SUI"
1992,34356.8020946259,"SUI"
1996,36720.4904727663,"SUI"
2000,43251.1037536027,"SUI"
2004,47263.5967262545,"SUI"
2008,56054.8838155727,"SUI"
2012,58750.9384333805,"SUI"
2016,60647.6402593232,"SUI"
2020,60521.2626602176,"SUI"
1896,1807.51162790698,"SYR"
1900,1869.74418604651,"SYR"
1904,1931.97674418605,"SYR"
1908,1994.20930232558,"SYR"
1912,2056.44186046512,"SYR"
1916,2215.18918918919,"SYR"
1920,2406.10810810811,"SYR"
1924,2597.02702702703,"SYR"
1928,2787.94594594595,"SYR"
1932,2978.86486486487,"SYR"
1936,3169.78378378378,"SYR"
1940,3360.7027027027,"SYR"
1944,3551.62162162162,"SYR"
1948,3742.54054054054,"SYR"
1952,4441,"SYR"
1956,5592,"SYR"
1960,4819,"SYR"
1964,5797,"SYR"
1968,5270,"SYR"
1972,7243,"SYR"
1976,9526,"SYR"
1980,10374,"SYR"
1984,9792,"SYR"
1988,9913,"SYR"
1992,10002.275987573,"SYR"
1996,9517.3721795319,"SYR"
2000,7668.07165178925,"SYR"
2004,7051.42847759348,"SYR"
2008,6600.37871990147,"SYR"
2012,4443.68592877888,"SYR"
2016,3380.55344383095,"SYR"
2020,2903.73983553172,"SYR"
1896,2150,"MKD"
1900,2150,"MKD"
1904,2150,"MKD"
1908,2150,"MKD"
1912,2150,"MKD"
1916,2150,"MKD"
1920,2150,"MKD"
1924,2150,"MKD"
1928,2150,"MKD"
1932,2150,"MKD"
1936,2150,"MKD"
1940,2150,"MKD"
1944,2150,"MKD"
1948,2150,"MKD"
1952,2150,"MKD"
1956,2799,"MKD"
1960,3586,"MKD"
1964,5450,"MKD"
1968,5606,"MKD"
1972,7127,"MKD"
1976,8319,"MKD"
1980,9899,"MKD"
1984,10007,"MKD"
1988,10034,"MKD"
1992,7991.5978717976,"MKD"
1996,7095.16653678096,"MKD"
2000,8083.78972481525,"MKD"
2004,8561.38365472568,"MKD"
2008,10674.2083593048,"MKD"
2012,11255.7010474341,"MKD"
2016,12752.5850751572,"MKD"
2020,13125.8305280423,"MKD"
1896,6527,"TJK"
1900,6527,"TJK"
1904,6527,"TJK"
1908,6527,"TJK"
1912,6527,"TJK"
1916,6527,"TJK"
1920,6527,"TJK"
1924,6527,"TJK"
1928,6527,"TJK"
1932,6527,"TJK"
1936,6527,"TJK"
1940,6527,"TJK"
1944,6527,"TJK"
1948,6527,"TJK"
1952,6527,"TJK"
1956,6527,"TJK"
1960,6527,"TJK"
1964,6527,"TJK"
1968,6527,"TJK"
1972,6527,"TJK"
1976,6192.28571428571,"TJK"
1980,5746,"TJK"
1984,5469,"TJK"
1988,5515,"TJK"
1992,2832.70342443527,"TJK"
1996,1559.52118921367,"TJK"
2000,1723.35632964691,"TJK"
2004,2301.29208623307,"TJK"
2008,2801.77617916365,"TJK"
2012,3283.90928244405,"TJK"
2016,3978.55576993459,"TJK"
2020,4828.39375592514,"TJK"
1896,1273.73913043478,"THA"
1900,1289.5652173913,"THA"
1904,1305.39130434783,"THA"
1908,1321.21739130435,"THA"
1912,1337.04347826087,"THA"
1916,1326.5625,"THA"
1920,1307.3125,"THA"
1924,1288.0625,"THA"
1928,1268.8125,"THA"
1932,1281.66666666667,"THA"
1936,1305.22222222222,"THA"
1940,1314.5,"THA"
1944,1309.5,"THA"
1948,1304.5,"THA"
1952,1385,"THA"
1956,1482,"THA"
1960,1718,"THA"
1964,1991,"THA"
1968,2488,"THA"
1972,2786,"THA"
1976,3333,"THA"
1980,4071,"THA"
1984,4720,"THA"
1988,6089,"THA"
1992,8409.0209422082,"THA"
1996,10458.3586098259,"THA"
2000,9627.10431781556,"THA"
2004,11408.3257048843,"THA"
2008,12768.1290769284,"THA"
2012,14202.2506555619,"THA"
2016,15411.5337959337,"THA"
2020,15815.9148595292,"THA"
1896,870,"TOG"
1900,870,"TOG"
1904,870,"TOG"
1908,870,"TOG"
1912,870,"TOG"
1916,870,"TOG"
1920,870,"TOG"
1924,870,"TOG"
1928,870,"TOG"
1932,870,"TOG"
1936,870,"TOG"
1940,870,"TOG"
1944,870,"TOG"
1948,870,"TOG"
1952,899,"TOG"
1956,955,"TOG"
1960,1058,"TOG"
1964,1275,"TOG"
1968,1581,"TOG"
1972,1709,"TOG"
1976,1505,"TOG"
1980,1572,"TOG"
1984,1239,"TOG"
1988,1239,"TOG"
1992,1181.87126506398,"TOG"
1996,1215.73997885394,"TOG"
2000,1150.36591070506,"TOG"
2004,1121.80584889235,"TOG"
2008,1150.35785293882,"TOG"
2012,1263,"TOG"
2016,1412.98781157171,"TOG"
2020,1482.75149531332,"TOG"
1896,5856,"TTO"
1900,5856,"TTO"
1904,5856,"TTO"
1908,5856,"TTO"
1912,5856,"TTO"
1916,5856,"TTO"
1920,5856,"TTO"
1924,5856,"TTO"
1928,5856,"TTO"
1932,5856,"TTO"
1936,5856,"TTO"
1940,5856,"TTO"
1944,5856,"TTO"
1948,5856,"TTO"
1952,6282,"TTO"
1956,8064,"TTO"
1960,9964,"TTO"
1964,10841,"TTO"
1968,12248,"TTO"
1972,13753,"TTO"
1976,15696,"TTO"
1980,19734,"TTO"
1984,17680,"TTO"
1988,14198,"TTO"
1992,14195.951786892,"TTO"
1996,15004.2643265349,"TTO"
2000,19179.918727575,"TTO"
2004,25403.2691213553,"TTO"
2008,31434.3039014147,"TTO"
2012,30944.2217594101,"TTO"
2016,30158.1259186002,"TTO"
2020,25548.5103986146,"TTO"
1896,1249.6511627907,"TUN"
1900,1286.67441860465,"TUN"
1904,1323.6976744186,"TUN"
1908,1360.72093023256,"TUN"
1912,1397.74418604651,"TUN"
1916,1437,"TUN"
1920,1477,"TUN"
1924,1517,"TUN"
1928,1557,"TUN"
1932,1597,"TUN"
1936,1637,"TUN"
1940,1677,"TUN"
1944,1717,"TUN"
1948,1757,"TUN"
1952,1945,"TUN"
1956,1949,"TUN"
1960,2141,"TUN"
1964,2533,"TUN"
1968,2766,"TUN"
1972,3645,"TUN"
1976,4095,"TUN"
1980,4693,"TUN"
1984,4890,"TUN"
1988,4940,"TUN"
1992,5789.95505292201,"TUN"
1996,6388.39398445291,"TUN"
2000,7548.43784225814,"TUN"
2004,8705.08413958555,"TUN"
2008,10294.921446404,"TUN"
2012,10750.8498218162,"TUN"
2016,11064.0237155029,"TUN"
2020,10354.2390963813,"TUN"
1896,7693,"TKM"
1900,7693,"TKM"
1904,7693,"TKM"
1908,7693,"TKM"
1912,7693,"TKM"
1916,7693,"TKM"
1920,7693,"TKM"
1924,7693,"TKM"
1928,7693,"TKM"
1932,7693,"TKM"
1936,7693,"TKM"
1940,7693,"TKM"
1944,7693,"TKM"
1948,7693,"TKM"
1952,7693,"TKM"
1956,7693,"TKM"
1960,7693,"TKM"
1964,7693,"TKM"
1968,7693,"TKM"
1972,7693,"TKM"
1976,7294.42857142857,"TKM"
1980,6763,"TKM"
1984,6314,"TKM"
1988,6601,"TKM"
1992,4587.76365541108,"TKM"
1996,3226.98483638665,"TKM"
2000,4173.19459953499,"TKM"
2004,7781.74382479198,"TKM"
2008,12426.718788804,"TKM"
2012,17333.7278215815,"TKM"
2016,17484.6455086984,"TKM"
2020,16580.840638802,"TKM"
1896,676,"TAN"
1900,676,"TAN"
1904,676,"TAN"
1908,676,"TAN"
1912,676,"TAN"
1916,676,"TAN"
1920,676,"TAN"
1924,676,"TAN"
1928,676,"TAN"
1932,676,"TAN"
