edition_id,year,code,total_medals,host,gdppc,participants,hdi,country,gender_index,total_medals%,participants%,n_country,gg_budg,gg_debt,revenue,expenditure,interest_exp,prim_expenditure,prim_balance,debt,rgc,pr,cl,status,"mortality rate, adult, female (per 1,000 female adults)","mortality rate, adult, male (per 1,000 male adults)","mortality rate, infant (per 1,000 live births)","mortality rate, under-5 (per 1,000 live births)"
-1.4407327857792105,-2.4972406988984197,AUS,-0.4837734481074948,-0.15587702257076802,-0.5705265196525044,-0.9510429316235846,0.5744326306673087,AUSTRALIA,-0.9065055849328194,-0.1116484581791792,-0.2858547354539474,-1.8894960919663124,-0.6945628714649109,-0.6630996712104787,-0.12041083020232221,-0.091076483310587,-0.2279012198628157,-0.11563073432237128,-0.0027609572353626414,0.15024719479024293,1.0387704570893475,-0.29438831993378084,-0.35765708094301385,F,-0.19078480842498435,-0.10636987861239698,-0.2505769217675367,-0.26381534423423847
-1.4407327857792105,-2.4972406988984197,AUT,-0.3468908958813163,-0.15587702257076802,-0.6788327545637994,-0.9397154939816759,0.5744326306673087,AUSTRIA,-0.9954400833855348,0.4210983749880804,-0.1852686023439749,-1.8894960919663124,-0.6945628714649109,-0.6630996712104787,-0.8460268283423442,-1.027754594669144,0.8009374827059997,-1.212154517216837,1.0262750706579822,1.2097353681227598,-0.3887052546936624,-0.29438831993378084,-0.35765708094301385,F,-0.19078480842498435,-0.10636987861239698,-0.2505769217675367,-0.26381534423423847
-1.4407327857792105,-2.4972406988984197,DEN,-0.3012633784725901,-0.15587702257076802,-0.6639225271955141,-0.9283880563397673,0.5744326306673087,DENMARK,-1.2266697793625951,0.5986806527105025,-0.08468246923400242,-1.8894960919663124,-0.6945628714649109,-0.6630996712104787,-1.6232739047076743,-1.7752169018407093,-0.8667021184473348,-1.7385636715818504,0.11284088280370264,-0.9935262970872246,0.11920244950837047,-0.29438831993378084,-0.35765708094301385,F,-0.19078480842498435,-0.10636987861239698,-0.2505769217675367,-0.26381534423423847
-1.4407327857792105,-2.4972406988984197,FRA,-0.07312579142895925,-0.15587702257076802,-0.6805584753240177,-0.7584764917111375,0.5744326306673087,FRANCE,-0.7819972870990178,1.486592041322602,1.4241095274155846,-1.8894960919663124,-0.6945628714649109,-0.6630996712104787,-1.1282984974729409,-1.2967504601934967,0.49851417125868625,-1.4495560199844395,0.8466703471852455,1.846747763244429,0.3732965626725127,-0.29438831993378084,-0.35765708094301385,F,-0.19078480842498435,-0.10636987861239698,-0.2505769217675367,-0.26381534423423847
-1.4407327857792105,-2.4972406988984197,GBR,-0.25563586106386393,-0.15587702257076802,-0.47823497339603444,-0.8151136799206807,0.5744326306673087,GREAT BRITAIN,-0.7227076214638741,0.7762629304329223,0.9211788618657224,-1.8894960919663124,-0.6945628714649109,-0.6630996712104787,-0.12041083020232221,-0.091076483310587,-0.2279012198628157,-0.11563073432237128,-0.0027609572353626414,-0.18190482809843575,0.07459667335968055,-0.29438831993378084,-0.35765708094301385,F,-0.19078480842498435,-0.10636987861239698,-0.2505769217675367,-0.26381534423423847
-1.4407327857792105,-2.4972406988984197,GER,0.018129243388493095,-0.15587702257076802,-0.6744839382480495,-0.7244941787854116,0.5744326306673087,GERMANY,-0.8590738524247046,1.8417565967674354,1.725867926745502,-1.8894960919663124,-0.6945628714649109,-0.6630996712104787,-0.6606519180624233,-0.8966271687896789,-0.23477277286101883,-0.905847561111808,0.6492772836138025,-0.1672613344764931,0.07631792412375728,-0.29438831993378084,-0.35765708094301385,F,-0.19078480842498435,-0.10636987861239698,-0.2505769217675367,-0.26381534423423847
-1.4407327857792105,-2.4972406988984197,GRE,1.569464835285183,6.415313710178172,-0.8131628585391851,0.6008160253179003,0.5744326306673087,GREECE,-0.5685544908125006,7.8795540393297205,13.494445500612283,-1.8894960919663124,-0.6945628714649109,-0.6630996712104787,-0.620438585318481,-0.8739939897535262,1.0368467572804478,-1.0866083299935558,1.3810304439331849,5.731209891660233,-2.753516161163181,-0.29438831993378084,-0.35765708094301385,F,-0.19078480842498435,-0.10636987861239698,-0.2505769217675367,-0.26381534423423847
-1.4407327857792105,-2.4972406988984197,HUN,-0.3012633784725901,-0.15587702257076802,-0.8001302153580172,-0.8151136799206807,0.5744326306673087,HUNGARY,0.08363183117407956,0.5986806527105025,0.9211788618657224,-1.8894960919663124,-0.6945628714649109,-0.6630996712104787,-0.12041083020232221,-0.091076483310587,-0.2279012198628157,-0.11563073432237128,-0.0027609572353626414,-0.18190482809843575,0.07459667335968055,-0.29438831993378084,-0.35765708094301385,F,-0.19078480842498435,-0.10636987861239698,-0.2505769217675367,-0.26381534423423847
-1.4407327857792105,-2.4972406988984197,MIX,-0.4837734481074948,-0.15587702257076802,-0.3359659243964116,-0.35068873660242617,0.5744326306673087,MIXED TEAM,-0.19799408059285284,-0.32544245648121156,-0.22873539060646522,0.30974046092281127,-0.6945628714649109,-0.6630996712104787,-0.12041083020232221,-0.091076483310587,-0.2279012198628157,-0.11563073432237128,-0.0027609572353626414,-0.18190482809843575,0.07459667335968055,-0.29438831993378084,-0.35765708094301385,F,-0.19078480842498435,-0.10636987861239698,-0.2505769217675367,-0.26381534423423847
-1.4407327857792105,-2.4972406988984197,SUI,-0.4381459306987686,-0.15587702257076802,-0.5640899214890347,-0.9510429316235846,0.5744326306673087,SWITZERLAND,-1.1733090802909658,0.06593381954324072,-0.2858547354539474,-1.8894960919663124,-0.6945628714649109,-0.6630996712104787,-0.12041083020232221,-0.091076483310587,-0.2279012198628157,-0.11563073432237128,-0.0027609572353626414,-0.18190482809843575,-0.14091699604820093,-0.29438831993378084,-0.35765708094301385,F,-0.19078480842498435,-0.10636987861239698,-0.2505769217675367,-0.26381534423423847
