edition_id,year,code,total_medals,host,gdppc,participants,hdi,country,gender_index,total_medals%,participants%,n_country
13,1952,VEN,1.0,0,9309.0,42.0,2.0,Venezuela,0.521,0.0021786492374727,0.0103448275862069,69.0
14,1956,URS,98.0,0,9453.1936678777,217.0,,Soviet Union,0.178,0.217294900221729,0.0873942811115586,67.0
14,1956,USA,74.0,0,17397.0,229.0,4.0,United States,0.18,0.164079822616408,0.0922271445831655,67.0
14,1956,AUS,35.0,1,12924.0,224.0,4.0,Australia,0.063,0.0776053215077605,0.090213451469996,67.0
14,1956,HUN,26.0,0,4632.0,96.0,4.0,Hungary,0.23,0.057649667405765,0.0386629077728554,67.0
14,1956,ITA,22.0,0,7745.0,93.0,4.0,Italy,0.057,0.048780487804878,0.0374546919049537,67.0
14,1956,GBR,21.0,0,12639.0,147.0,4.0,Great Britain,0.094,0.0465631929046563,0.0592025775271849,67.0
14,1956,SWE,16.0,0,12428.0,83.0,4.0,Sweden,0.023,0.0354767184035477,0.0334273056786146,67.0
14,1956,ROU,13.0,0,2587.60262286402,38.0,4.0,Romania,0.23,0.0288248337028825,0.0153040676600886,67.0
14,1956,GER,20.0,0,9846.0,115.0,4.0,Germany,0.071,0.0443458980044346,0.0463149416028997,67.0
14,1956,JPN,19.0,0,4699.0,89.0,4.0,Japan,0.078,0.0421286031042129,0.035843737414418,67.0
14,1956,FRA,14.0,0,10278.0,112.0,4.0,France,0.084,0.0310421286031042,0.045106725734998,67.0
14,1956,TUR,7.0,0,2777.0,13.0,4.0,Turkey,0.523,0.0155210643015521,0.0052356020942408,67.0
14,1956,FIN,15.0,0,8440.0,60.0,4.0,Finland,0.032,0.0332594235033259,0.0241643173580346,67.0
14,1956,IRI,5.0,0,2541.0,17.0,3.0,Islamic Republic of Iran,0.484,0.0110864745011086,0.0068465565847764,67.0
14,1956,CAN,5.0,0,13791.0,69.0,4.0,Canada,0.069,0.0110864745011086,0.0277889649617398,67.0
14,1956,NZL,2.0,0,14346.0,28.0,4.0,New Zealand,0.082,0.0044345898004434,0.0112766814337495,67.0
14,1956,POL,9.0,0,4565.0,61.0,4.0,Poland,0.105,0.0199556541019956,0.0245670559806685,67.0
14,1956,TCH,6.0,0,6551.0,61.0,,Czechoslovakia,0.34,0.0133037694013304,0.0245670559806685,67.0
14,1956,BUL,5.0,0,3392.0,21.0,3.0,Bulgaria,0.206,0.0110864745011086,0.0084575110753121,67.0
14,1956,IRL,5.0,0,6212.0,13.0,4.0,Ireland,0.072,0.0110864745011086,0.0052356020942408,67.0
14,1956,DEN,3.0,0,11858.0,23.0,4.0,Denmark,0.009,0.0066518847006651,0.0092629883205799,67.0
14,1956,NOR,3.0,0,10480.0,14.0,4.0,Norway,0.012,0.0066518847006651,0.0056383407168747,67.0
14,1956,MEX,2.0,0,4213.0,26.0,3.0,Mexico,0.352,0.0044345898004434,0.0104712041884817,67.0
14,1956,BRA,1.0,0,2672.0,30.0,3.0,Brazil,0.391,0.0022172949002217,0.0120821586790173,67.0
14,1956,IND,1.0,0,1117.0,27.0,2.0,India,0.437,0.0022172949002217,0.0108739428111156,67.0
14,1956,YUG,3.0,0,2560.0,15.0,,Yugoslavia,0.224,0.0066518847006651,0.0060410793395086,67.0
14,1956,CHI,4.0,0,6285.0,22.0,4.0,Chile,0.19,0.0088691796008869,0.008860249697946,67.0
14,1956,BEL,2.0,0,10237.0,40.0,4.0,Belgium,0.044,0.0044345898004434,0.0161095449053564,67.0
14,1956,ARG,2.0,0,8424.0,25.0,4.0,Argentina,0.292,0.0044345898004434,0.0100684655658478,67.0
14,1956,KOR,2.0,0,1204.84641831428,26.0,4.0,Republic of Korea,0.062,0.0044345898004434,0.0104712041884817,67.0
14,1956,ISL,1.0,0,10323.0,2.0,4.0,Iceland,0.039,0.0022172949002217,0.0008054772452678,67.0
14,1956,PAK,1.0,0,1017.0,47.0,1.0,Pakistan,0.522,0.0022172949002217,0.0189287152637938,67.0
14,1956,RSA,4.0,0,4645.0,52.0,3.0,South Africa,0.401,0.0088691796008869,0.0209424083769634,67.0
14,1956,AUT,2.0,0,8603.0,28.0,4.0,Austria,0.048,0.0044345898004434,0.0112766814337495,67.0
14,1956,GRE,1.0,0,4313.0,12.0,4.0,Greece,0.12,0.0022172949002217,0.0048328634716069,67.0
14,1956,BAH,1.0,0,4290.28970262429,3.0,4.0,The Bahamas,0.333,0.0022172949002217,0.0012082158679017,67.0
14,1956,URU,1.0,0,8225.0,11.0,4.0,Uruguay,0.24,0.0022172949002217,0.004430124848973,67.0
15,1960,URS,103.0,0,10928.7132494167,231.0,,Soviet Union,0.178,0.223427331887202,0.0553293413173653,84.0
15,1960,USA,71.0,0,18057.0,231.0,4.0,United States,0.18,0.154013015184382,0.0553293413173653,84.0
15,1960,ITA,36.0,1,9430.0,188.0,4.0,Italy,0.057,0.0780911062906725,0.0450299401197605,84.0
15,1960,GER,42.0,0,12282.0,238.0,4.0,Germany,0.071,0.0911062906724512,0.0570059880239521,84.0
15,1960,AUS,22.0,0,14013.0,139.0,4.0,Australia,0.063,0.0477223427331887,0.0332934131736527,84.0
15,1960,TUR,9.0,0,3041.0,38.0,4.0,Turkey,0.523,0.0195227765726681,0.0091017964071856,84.0
15,1960,HUN,21.0,0,5816.0,143.0,4.0,Hungary,0.23,0.0455531453362256,0.034251497005988,84.0
15,1960,JPN,18.0,0,6354.0,124.0,4.0,Japan,0.078,0.0390455531453362,0.0297005988023952,84.0
15,1960,POL,21.0,0,5125.0,148.0,4.0,Poland,0.105,0.0455531453362256,0.0354491017964072,84.0
15,1960,TCH,8.0,0,8142.0,83.0,,Czechoslovakia,0.34,0.017353579175705,0.0198802395209581,84.0
15,1960,ROU,10.0,0,2938.8025721958,90.0,4.0,Romania,0.23,0.0216919739696312,0.0215568862275449,84.0
15,1960,GBR,20.0,0,13780.0,194.0,4.0,Great Britain,0.094,0.0433839479392625,0.0464670658682635,84.0
15,1960,DEN,6.0,0,14046.0,54.0,4.0,Denmark,0.009,0.0130151843817787,0.0129341317365269,84.0
15,1960,NZL,3.0,0,15087.0,23.0,4.0,New Zealand,0.082,0.0065075921908893,0.0055089820359281,84.0
15,1960,BUL,7.0,0,4642.0,80.0,3.0,Bulgaria,0.206,0.0151843817787419,0.0191616766467066,84.0
15,1960,SWE,6.0,0,13849.0,128.0,4.0,Sweden,0.023,0.0130151843817787,0.0306586826347305,84.0
15,1960,FIN,5.0,0,9931.0,107.0,4.0,Finland,0.032,0.0108459869848156,0.0256287425149701,84.0
15,1960,AUT,2.0,0,10391.0,97.0,4.0,Austria,0.048,0.0043383947939262,0.0232335329341317,84.0
15,1960,YUG,2.0,0,3778.0,72.0,,Yugoslavia,0.224,0.0043383947939262,0.0172455089820359,84.0
15,1960,PAK,2.0,0,1031.0,33.0,1.0,Pakistan,0.522,0.0043383947939262,0.0079041916167664,84.0
15,1960,ETH,1.0,0,701.0,11.0,1.0,Ethiopia,0.494,0.0021691973969631,0.0026347305389221,84.0
15,1960,GRE,1.0,0,5015.0,40.0,4.0,Greece,0.12,0.0021691973969631,0.0095808383233532,84.0
15,1960,NOR,1.0,0,11483.0,34.0,4.0,Norway,0.012,0.0021691973969631,0.0081437125748503,84.0
15,1960,SUI,6.0,0,16358.3594046842,114.0,4.0,Switzerland,0.018,0.0130151843817787,0.0273053892215569,84.0
15,1960,FRA,5.0,0,11792.0,162.0,4.0,France,0.084,0.0108459869848156,0.0388023952095808,84.0
15,1960,BEL,4.0,0,11081.0,71.0,4.0,Belgium,0.044,0.0086767895878525,0.0170059880239521,84.0
15,1960,IRI,4.0,0,3437.0,23.0,3.0,Islamic Republic of Iran,0.484,0.0086767895878525,0.0055089820359281,84.0
15,1960,NED,3.0,0,13209.0,71.0,4.0,Netherlands,0.025,0.0065075921908893,0.0170059880239521,84.0
15,1960,RSA,3.0,0,4847.0,42.0,3.0,South Africa,0.401,0.0065075921908893,0.010059880239521,84.0
15,1960,ARG,2.0,0,8861.0,60.0,4.0,Argentina,0.292,0.0043383947939262,0.0143712574850299,84.0
15,1960,UAR,2.0,0,3102.62796705928,41.0,,United Arab Republic,0.523,0.0043383947939262,0.0098203592814371,84.0
15,1960,CAN,1.0,0,13952.0,71.0,4.0,Canada,0.069,0.0021691973969631,0.0170059880239521,84.0
15,1960,TPE,1.0,0,1294.9342662795,16.0,,Chinese Taipei,0.34,0.0021691973969631,0.0038323353293413,84.0
15,1960,GHA,1.0,0,2197.0,13.0,2.0,Ghana,0.512,0.0021691973969631,0.0031137724550898,84.0
15,1960,IND,1.0,0,1200.0,29.0,2.0,India,0.437,0.0021691973969631,0.0069461077844311,84.0
15,1960,MAR,1.0,0,2118.0,51.0,2.0,Morocco,0.44,0.0021691973969631,0.0122155688622754,84.0
15,1960,POR,1.0,0,4712.0,61.0,4.0,Portugal,0.076,0.0021691973969631,0.0146107784431138,84.0
15,1960,SGP,1.0,0,3464.0,3.0,4.0,Singapore,0.036,0.0021691973969631,0.0007185628742514,84.0
15,1960,BRA,2.0,0,3398.0,38.0,3.0,Brazil,0.391,0.0043383947939262,0.0091017964071856,84.0
15,1960,WIF,2.0,0,1294.9342662795,13.0,,West Indies Federation,0.386,0.0043383947939262,0.0031137724550898,84.0
15,1960,IRQ,1.0,0,4360.0,21.0,2.0,Iraq,0.562,0.0021691973969631,0.0050299401197604,84.0
15,1960,MEX,1.0,0,4723.0,62.0,3.0,Mexico,0.352,0.0021691973969631,0.0148502994011976,84.0
15,1960,ESP,1.0,0,5031.56658157244,105.0,4.0,Spain,0.059,0.0021691973969631,0.0251497005988024,84.0
15,1960,VEN,1.0,0,12116.0,36.0,2.0,Venezuela,0.521,0.0021691973969631,0.0086227544910179,84.0
16,1964,USA,90.0,0,20360.0,264.0,4.0,United States,0.18,0.178571428571429,0.0666835059358424,93.0
16,1964,URS,96.0,0,12995.9252432966,252.0,,Soviet Union,0.178,0.19047619047619,0.0636524374842132,93.0
16,1964,JPN,29.0,1,9035.0,278.0,4.0,Japan,0.078,0.0575396825396825,0.0702197524627431,93.0
16,1964,GER,50.0,0,14062.0,271.0,4.0,Germany,0.071,0.0992063492063492,0.0684516291992927,93.0
16,1964,ITA,27.0,0,11934.0,122.0,4.0,Italy,0.057,0.0535714285714286,0.0308158625915635,93.0
16,1964,HUN,22.0,0,6994.0,141.0,4.0,Hungary,0.23,0.0436507936507936,0.0356150543066431,93.0
16,1964,POL,23.0,0,5773.0,113.0,4.0,Poland,0.105,0.0456349206349206,0.0285425612528416,93.0
16,1964,AUS,18.0,0,15699.0,186.0,4.0,Australia,0.063,0.0357142857142857,0.0469815610002526,93.0
16,1964,TCH,14.0,0,8563.0,63.0,,Czechoslovakia,0.34,0.0277777777777778,0.0159131093710533,93.0
16,1964,GBR,18.0,0,15251.0,183.0,4.0,Great Britain,0.094,0.0357142857142857,0.0462237938873453,93.0
16,1964,BUL,10.0,0,5829.0,56.0,3.0,Bulgaria,0.206,0.0198412698412698,0.0141449861076029,93.0
16,1964,FIN,5.0,0,11647.0,72.0,4.0,Finland,0.032,0.0099206349206349,0.0181864107097752,93.0
16,1964,NZL,5.0,0,16606.0,39.0,4.0,New Zealand,0.082,0.0099206349206349,0.0098509724677949,93.0
16,1964,ROU,12.0,0,3599.46696361023,98.0,4.0,Romania,0.23,0.0238095238095238,0.0247537256883051,93.0
16,1964,NED,10.0,0,15042.0,72.0,4.0,Netherlands,0.025,0.0198412698412698,0.0181864107097752,93.0
16,1964,TUR,6.0,0,3453.0,22.0,4.0,Turkey,0.523,0.0119047619047619,0.0055569588279868,93.0
16,1964,SWE,8.0,0,16761.0,96.0,4.0,Sweden,0.023,0.0158730158730159,0.0242485476130336,93.0
16,1964,DEN,6.0,0,16832.0,42.0,4.0,Denmark,0.009,0.0119047619047619,0.0106087395807022,93.0
16,1964,YUG,5.0,0,4941.0,29.0,,Yugoslavia,0.224,0.0099206349206349,0.0073250820914372,93.0
16,1964,BEL,3.0,0,13295.0,34.0,4.0,Belgium,0.044,0.0059523809523809,0.008588027279616,93.0
16,1964,FRA,15.0,0,14057.0,117.0,4.0,France,0.084,0.0297619047619048,0.0295529174033847,93.0
16,1964,CAN,4.0,0,15938.0,78.0,4.0,Canada,0.069,0.0079365079365079,0.0197019449355898,93.0
16,1964,SUI,4.0,0,19195.446462746,61.0,4.0,Switzerland,0.018,0.0079365079365079,0.0154079312957818,93.0
16,1964,ETH,1.0,0,840.0,13.0,1.0,Ethiopia,0.494,0.0019841269841269,0.0032836574892649,93.0
16,1964,IND,1.0,0,1309.0,38.0,2.0,India,0.437,0.0019841269841269,0.0095983834301591,93.0
16,1964,BAH,1.0,0,5296.22233643125,6.0,4.0,The Bahamas,0.333,0.0019841269841269,0.0015155342258146,93.0
16,1964,KOR,3.0,0,1395.31171422639,104.0,4.0,Republic of Korea,0.062,0.0059523809523809,0.0262692599141197,93.0
16,1964,TTO,3.0,0,10841.0,13.0,4.0,Trinidad and Tobago,0.264,0.0059523809523809,0.0032836574892649,93.0
16,1964,TUN,2.0,0,2533.0,10.0,3.0,Tunisia,0.237,0.0039682539682539,0.0025258903763576,93.0
16,1964,ARG,1.0,0,9446.0,82.0,4.0,Argentina,0.292,0.0019841269841269,0.0207123010861329,93.0
16,1964,CUB,1.0,0,3158.0,21.0,3.0,Cuba,0.3,0.0019841269841269,0.0053043697903511,93.0
16,1964,PAK,1.0,0,1208.0,25.0,1.0,Pakistan,0.522,0.0019841269841269,0.0063147259408941,93.0
16,1964,PHI,1.0,0,2550.0,43.0,3.0,Philippines,0.388,0.0019841269841269,0.010861328618338,93.0
16,1964,IRI,2.0,0,4026.0,51.0,3.0,Islamic Republic of Iran,0.484,0.0039682539682539,0.0128820409194241,93.0
16,1964,BRA,1.0,0,3637.0,19.0,3.0,Brazil,0.391,0.0019841269841269,0.0047991917150795,93.0
16,1964,GHA,1.0,0,2254.0,21.0,2.0,Ghana,0.512,0.0019841269841269,0.0053043697903511,93.0
16,1964,IRL,1.0,0,7948.0,24.0,4.0,Ireland,0.072,0.0019841269841269,0.0060621369032584,93.0
16,1964,KEN,1.0,0,1208.0,22.0,2.0,Kenya,0.533,0.0019841269841269,0.0055569588279868,93.0
16,1964,MEX,1.0,0,5555.0,70.0,3.0,Mexico,0.352,0.0019841269841269,0.0176812326345037,93.0
16,1964,NGR,1.0,0,1451.0,15.0,1.0,Nigeria,0.677,0.0019841269841269,0.0037888355645365,93.0
16,1964,URU,1.0,0,7498.0,11.0,4.0,Uruguay,0.24,0.0019841269841269,0.0027784794139934,93.0
17,1968,USA,107.0,0,23691.0,293.0,4.0,United States,0.18,0.20303605313093,0.0668491900524755,112.0
17,1968,URS,91.0,0,15063.1372371764,250.0,,Soviet Union,0.178,0.172675521821632,0.0570385580652521,112.0
17,1968,JPN,25.0,0,12725.0,122.0,4.0,Japan,0.078,0.047438330170778,0.027834816335843,112.0
17,1968,HUN,32.0,0,7865.0,144.0,4.0,Hungary,0.23,0.0607210626185958,0.0328542094455852,112.0
17,1968,GDR,25.0,0,15063.1372371764,168.0,,East Germany,0.224,0.047438330170778,0.0383299110198494,112.0
17,1968,FRA,15.0,0,16365.0,152.0,4.0,France,0.084,0.0284629981024668,0.0346794433036733,112.0
17,1968,TCH,13.0,0,9919.0,71.0,,Czechoslovakia,0.34,0.0246679316888046,0.0161989504905316,112.0
17,1968,FRG,26.0,0,15063.1372371764,229.0,,West Germany,0.224,0.0493358633776091,0.0522473191877709,112.0
17,1968,AUS,17.0,0,17770.0,109.0,4.0,Australia,0.063,0.032258064516129,0.0248688113164499,112.0
17,1968,GBR,13.0,0,16593.0,200.0,4.0,Great Britain,0.094,0.0246679316888046,0.0456308464522017,112.0
17,1968,POL,18.0,0,6881.0,144.0,4.0,Poland,0.105,0.0341555977229602,0.0328542094455852,112.0
17,1968,ROU,15.0,0,4366.12022001875,72.0,4.0,Romania,0.23,0.0284629981024668,0.0164271047227926,112.0
17,1968,ITA,16.0,0,14513.0,147.0,4.0,Italy,0.057,0.0303605313092979,0.0335386721423682,112.0
17,1968,KEN,9.0,0,1366.0,30.0,2.0,Kenya,0.533,0.0170777988614801,0.0068446269678302,112.0
17,1968,MEX,9.0,1,6432.0,191.0,3.0,Mexico,0.352,0.0170777988614801,0.0435774583618526,112.0
17,1968,YUG,8.0,0,5523.0,48.0,,Yugoslavia,0.224,0.015180265654649,0.0109514031485284,112.0
17,1968,NED,7.0,0,17365.0,65.0,4.0,Netherlands,0.025,0.0132827324478178,0.0148300250969655,112.0
17,1968,BUL,9.0,0,6963.0,73.0,3.0,Bulgaria,0.206,0.0170777988614801,0.0166552589550536,112.0
17,1968,IRI,5.0,0,5659.0,14.0,3.0,Islamic Republic of Iran,0.484,0.0094876660341556,0.0031941592516541,112.0
17,1968,SWE,4.0,0,18428.0,99.0,4.0,Sweden,0.023,0.0075901328273244,0.0225872689938398,112.0
17,1968,TUR,2.0,0,4122.0,29.0,4.0,Turkey,0.523,0.0037950664136622,0.0066164727355692,112.0
17,1968,DEN,8.0,0,18868.0,49.0,4.0,Denmark,0.009,0.015180265654649,0.0111795573807894,112.0
17,1968,CAN,5.0,0,18297.0,132.0,4.0,Canada,0.069,0.0094876660341556,0.0301163586584531,112.0
17,1968,FIN,4.0,0,12900.0,66.0,4.0,Finland,0.032,0.0075901328273244,0.0150581793292266,112.0
17,1968,ETH,2.0,0,902.0,20.0,1.0,Ethiopia,0.494,0.0037950664136622,0.0045630846452201,112.0
17,1968,NOR,2.0,0,15224.0,39.0,4.0,Norway,0.012,0.0037950664136622,0.0088980150581793,112.0
17,1968,NZL,3.0,0,16809.0,28.0,4.0,New Zealand,0.082,0.0056925996204933,0.0063883185033082,112.0
17,1968,TUN,2.0,0,2766.0,7.0,3.0,Tunisia,0.237,0.0037950664136622,0.001597079625827,112.0
17,1968,PAK,1.0,0,1361.0,3.0,1.0,Pakistan,0.522,0.0018975332068311,0.000684462696783,112.0
17,1968,VEN,1.0,0,14520.0,23.0,2.0,Venezuela,0.521,0.0018975332068311,0.0052475473420031,112.0
17,1968,CUB,4.0,0,3229.0,98.0,3.0,Cuba,0.3,0.0075901328273244,0.0223591147615788,112.0
17,1968,AUT,4.0,0,13742.0,42.0,4.0,Austria,0.048,0.0075901328273244,0.0095824777549623,112.0
17,1968,SUI,5.0,0,21395.3863755189,77.0,4.0,Switzerland,0.018,0.0094876660341556,0.0175678758840976,112.0
17,1968,MGL,4.0,0,1154.0,16.0,3.0,Mongolia,0.297,0.0075901328273244,0.0036504677161761,112.0
17,1968,BRA,3.0,0,4050.0,33.0,3.0,Brazil,0.391,0.0056925996204933,0.0075290896646132,112.0
17,1968,BEL,2.0,0,15009.0,52.0,4.0,Belgium,0.044,0.0037950664136622,0.0118640200775724,112.0
17,1968,KOR,2.0,0,1495.68916217328,35.0,4.0,Republic of Korea,0.062,0.0037950664136622,0.0079853981291353,112.0
17,1968,UGA,2.0,0,1304.0,11.0,2.0,Uganda,0.527,0.0037950664136622,0.002509696554871,112.0
17,1968,CMR,1.0,0,1508.0,6.0,2.0,Cameroon,0.555,0.0018975332068311,0.001368925393566,112.0
17,1968,JAM,1.0,0,5235.0,27.0,3.0,Jamaica,0.35,0.0018975332068311,0.0061601642710472,112.0
17,1968,ARG,2.0,0,10485.0,72.0,4.0,Argentina,0.292,0.0037950664136622,0.0164271047227926,112.0
17,1968,TPE,1.0,0,1495.68916217328,43.0,,Chinese Taipei,0.34,0.0018975332068311,0.0098106319872233,112.0
17,1968,GRE,1.0,0,8394.0,33.0,4.0,Greece,0.12,0.0018975332068311,0.0075290896646132,112.0
17,1968,IND,1.0,0,1290.0,12.0,2.0,India,0.437,0.0018975332068311,0.0027378507871321,112.0
18,1972,URS,99.0,0,17051.4465721154,265.0,,Soviet Union,0.178,0.165,0.0494034302759135,121.0
18,1972,USA,94.0,0,25414.0,315.0,4.0,United States,0.18,0.156666666666667,0.0587248322147651,121.0
18,1972,GDR,66.0,0,17051.4465721154,227.0,,East Germany,0.224,0.11,0.0423191648023863,121.0
18,1972,FRG,40.0,1,17051.4465721154,299.0,,West Germany,0.224,0.0666666666666667,0.0557419835943326,121.0
18,1972,JPN,29.0,0,17110.0,136.0,4.0,Japan,0.078,0.0483333333333333,0.0253542132736764,121.0
18,1972,AUS,17.0,0,19772.0,116.0,4.0,Australia,0.063,0.0283333333333333,0.0216256524981357,121.0
18,1972,POL,21.0,0,7986.0,195.0,4.0,Poland,0.105,0.035,0.0363534675615213,121.0
18,1972,HUN,35.0,0,8505.0,170.0,4.0,Hungary,0.23,0.0583333333333333,0.0316927665920955,121.0
18,1972,BUL,21.0,0,8145.0,112.0,3.0,Bulgaria,0.206,0.035,0.0208799403430276,121.0
18,1972,ITA,18.0,0,16035.0,172.0,4.0,Italy,0.057,0.03,0.0320656226696495,121.0
18,1972,SWE,16.0,0,20725.0,109.0,4.0,Sweden,0.023,0.0266666666666667,0.0203206562266965,121.0
18,1972,GBR,18.0,0,18002.0,255.0,4.0,Great Britain,0.094,0.03,0.0475391498881432,121.0
18,1972,ROU,16.0,0,5413.41779052776,115.0,4.0,Romania,0.23,0.0266666666666667,0.0214392244593587,121.0
18,1972,CUB,8.0,0,3253.0,89.0,3.0,Cuba,0.3,0.0133333333333333,0.0165920954511559,121.0
18,1972,FIN,8.0,0,16654.0,91.0,4.0,Finland,0.032,0.0133333333333333,0.0169649515287099,121.0
18,1972,NED,5.0,0,20079.0,86.0,4.0,Netherlands,0.025,0.0083333333333333,0.0160328113348248,121.0
18,1972,FRA,13.0,0,19549.0,185.0,4.0,France,0.084,0.0216666666666667,0.0344891871737509,121.0
18,1972,TCH,8.0,0,10932.0,108.0,,Czechoslovakia,0.34,0.0133333333333333,0.0201342281879195,121.0
18,1972,KEN,9.0,0,1524.0,41.0,2.0,Kenya,0.533,0.015,0.0076435495898583,121.0
18,1972,YUG,5.0,0,6948.0,76.0,,Yugoslavia,0.224,0.0083333333333333,0.0141685309470544,121.0
18,1972,NOR,4.0,0,17409.0,77.0,4.0,Norway,0.012,0.0066666666666666,0.0143549589858315,121.0
18,1972,PRK,5.0,0,2037.18758231895,25.0,,Democratic People's Republic of Korea,0.34,0.0083333333333333,0.0046607009694258,121.0
18,1972,NZL,3.0,0,18889.0,52.0,4.0,New Zealand,0.082,0.005,0.0096942580164056,121.0
18,1972,UGA,2.0,0,1364.0,17.0,2.0,Uganda,0.527,0.0033333333333333,0.0031692766592095,121.0
18,1972,DEN,1.0,0,21579.0,79.0,4.0,Denmark,0.009,0.0016666666666666,0.0147278150633855,121.0
18,1972,SUI,3.0,0,25356.9109020439,136.0,4.0,Switzerland,0.018,0.005,0.0253542132736764,121.0
18,1972,CAN,5.0,0,20837.0,189.0,4.0,Canada,0.069,0.0083333333333333,0.0352348993288591,121.0
18,1972,IRI,3.0,0,8247.0,32.0,3.0,Islamic Republic of Iran,0.484,0.005,0.005965697240865,121.0
18,1972,BEL,2.0,0,18336.0,60.0,4.0,Belgium,0.044,0.0033333333333333,0.0111856823266219,121.0
18,1972,GRE,2.0,0,11795.0,46.0,4.0,Greece,0.12,0.0033333333333333,0.0085756897837434,121.0
18,1972,AUT,3.0,0,17169.0,85.0,4.0,Austria,0.048,0.005,0.0158463832960477,121.0
18,1972,COL,3.0,0,5348.0,44.0,3.0,Colombia,0.392,0.005,0.0082028337061894,121.0
18,1972,ARG,1.0,0,12170.0,62.0,4.0,Argentina,0.292,0.0016666666666666,0.011558538404176,121.0
18,1972,LBN,1.0,0,8228.0,22.0,3.0,Lebanon,0.365,0.0016666666666666,0.0041014168530947,121.0
18,1972,MEX,1.0,0,7256.0,131.0,3.0,Mexico,0.352,0.0016666666666666,0.0244220730797912,121.0
18,1972,MGL,1.0,0,1256.0,39.0,3.0,Mongolia,0.297,0.0016666666666666,0.0072706935123042,121.0
18,1972,PAK,1.0,0,1455.0,13.0,1.0,Pakistan,0.522,0.0016666666666666,0.0024235645041014,121.0
18,1972,KOR,1.0,0,1616.18745847536,25.0,4.0,Republic of Korea,0.062,0.0016666666666666,0.0046607009694258,121.0
18,1972,TUN,1.0,0,3645.0,10.0,3.0,Tunisia,0.237,0.0016666666666666,0.0018642803877703,121.0
18,1972,TUR,1.0,0,4929.0,43.0,4.0,Turkey,0.523,0.0016666666666666,0.0080164056674123,121.0
18,1972,BRA,2.0,0,5480.0,40.0,3.0,Brazil,0.391,0.0033333333333333,0.0074571215510812,121.0
18,1972,ETH,2.0,0,995.0,29.0,1.0,Ethiopia,0.494,0.0033333333333333,0.0054064131245339,121.0
18,1972,GHA,1.0,0,2235.0,20.0,2.0,Ghana,0.512,0.0016666666666666,0.0037285607755406,121.0
18,1972,IND,1.0,0,1329.0,29.0,2.0,India,0.437,0.0016666666666666,0.0054064131245339,121.0
18,1972,JAM,1.0,0,6150.0,30.0,3.0,Jamaica,0.35,0.0016666666666666,0.0055928411633109,121.0
18,1972,NIG,1.0,0,1282.0,4.0,1.0,Niger,0.609,0.0016666666666666,0.0007457121551081,121.0
18,1972,NGR,1.0,0,1908.0,22.0,1.0,Nigeria,0.677,0.0016666666666666,0.0041014168530947,121.0
18,1972,ESP,1.0,0,10787.6926659897,60.0,4.0,Spain,0.059,0.0016666666666666,0.0111856823266219,121.0
19,1976,URS,125.0,0,18960.8532481133,272.0,,Soviet Union,0.178,0.203915171288744,0.0608637279033341,92.0
19,1976,GDR,90.0,0,18960.8532481133,185.0,,East Germany,0.224,0.146818923327896,0.0413962855224883,92.0
19,1976,USA,94.0,0,27058.0,313.0,4.0,United States,0.18,0.153344208809135,0.0700380398299396,92.0
19,1976,FRG,39.0,0,18960.8532481133,212.0,,West Germany,0.224,0.0636215334420881,0.0474379055717163,92.0
19,1976,JPN,25.0,0,18600.0,142.0,4.0,Japan,0.078,0.0407830342577488,0.0317744461848288,92.0
19,1976,POL,26.0,0,9397.0,148.0,4.0,Poland,0.105,0.0424143556280587,0.0331170284179906,92.0
19,1976,BUL,22.0,0,9535.0,123.0,3.0,Bulgaria,0.206,0.0358890701468189,0.0275229357798165,92.0
19,1976,CUB,13.0,0,3786.0,95.0,3.0,Cuba,0.3,0.0212071778140294,0.0212575520250615,92.0
19,1976,ROU,27.0,0,6243.14631944519,103.0,4.0,Romania,0.23,0.0440456769983687,0.0230476616692772,92.0
19,1976,HUN,22.0,0,9231.0,134.0,4.0,Hungary,0.23,0.0358890701468189,0.0299843365406131,92.0
19,1976,FIN,6.0,0,18104.0,76.0,4.0,Finland,0.032,0.0097879282218597,0.0170060416200492,92.0
19,1976,SWE,5.0,0,22765.0,108.0,4.0,Sweden,0.023,0.0081566068515497,0.0241664801969121,92.0
19,1976,GBR,13.0,0,19311.0,212.0,4.0,Great Britain,0.094,0.0212071778140294,0.0474379055717163,92.0
19,1976,ITA,13.0,0,18147.0,161.0,4.0,Italy,0.057,0.0212071778140294,0.0360259565898411,92.0
19,1976,FRA,9.0,0,21465.0,162.0,4.0,France,0.084,0.0146818923327896,0.0362497202953681,92.0
19,1976,YUG,8.0,0,8207.0,50.0,,Yugoslavia,0.224,0.0130505709624796,0.0111881852763482,92.0
19,1976,TCH,8.0,0,11893.0,90.0,,Czechoslovakia,0.34,0.0130505709624796,0.0201387334974267,92.0
19,1976,NZL,4.0,0,20161.0,48.0,4.0,New Zealand,0.082,0.0065252854812398,0.0107406578652943,92.0
19,1976,KOR,6.0,0,1756.80660313262,28.0,4.0,Republic of Korea,0.062,0.0097879282218597,0.0062653837547549,92.0
19,1976,SUI,4.0,0,24752.9073088838,45.0,4.0,Switzerland,0.018,0.0065252854812398,0.0100693667487134,92.0
19,1976,PRK,2.0,0,2107.23391806821,24.0,,Democratic People's Republic of Korea,0.34,0.0032626427406199,0.0053703289326471,92.0
