"edition_id","year","code","total","host"
61,2020,"RSA",3,0
61,2020,"AUT",7,0
61,2020,"EGY",6,0
61,2020,"INA",5,0
61,2020,"ETH",4,0
61,2020,"POR",4,0
61,2020,"TUN",2,0
61,2020,"EST",2,0
61,2020,"FIJ",2,0
61,2020,"LAT",2,0
61,2020,"THA",2,0
61,2020,"BER",1,0
61,2020,"MAR",1,0
61,2020,"PUR",1,0
61,2020,"COL",5,0
61,2020,"AZE",7,0
61,2020,"DOM",5,0
61,2020,"ARM",4,0
61,2020,"KGZ",3,0
61,2020,"MGL",4,0
61,2020,"ARG",3,0
61,2020,"SMR",3,0
61,2020,"JOR",2,0
61,2020,"MAS",2,0
61,2020,"NGR",2,0
61,2020,"BRN",1,0
61,2020,"KSA",1,0
61,2020,"LTU",1,0
61,2020,"NAM",1,0
61,2020,"MKD",1,0
61,2020,"TKM",1,0
61,2020,"KAZ",8,0
61,2020,"MEX",4,0
61,2020,"FIN",2,0
61,2020,"BOT",1,0
61,2020,"BUR",1,0
61,2020,"CIV",1,0
61,2020,"GHA",1,0
61,2020,"GRN",1,0
61,2020,"KUW",1,0
61,2020,"MDA",1,0
61,2020,"SYR",1,0
50,1916,"GER",NA,1
51,1940,"FIN",NA,1
52,1944,"GBR",NA,1
63,2024,"FRA",NA,1
64,2028,"USA",NA,1
372,2032,"AUS",NA,1
