"edition_id","year","code","participants"
21,1984,"MAR",21
21,1984,"MAS",6
21,1984,"MAW",16
21,1984,"MEX",102
21,1984,"MLI",4
21,1984,"MLT",7
21,1984,"MON",8
21,1984,"MOZ",9
21,1984,"MRI",4
21,1984,"MTN",2
21,1984,"MYA",1
21,1984,"NCA",6
21,1984,"NED",85
21,1984,"NEP",11
21,1984,"NGR",29
21,1984,"NIG",4
21,1984,"NOR",76
21,1984,"NZL",82
21,1984,"OMA",17
21,1984,"PAK",13
21,1984,"PAN",8
21,1984,"PAR",16
21,1984,"PER",26
21,1984,"PHI",20
21,1984,"PNG",7
21,1984,"POR",38
21,1984,"PUR",47
21,1984,"QAT",10
21,1984,"ROU",85
21,1984,"RWA",3
21,1984,"SAM",8
21,1984,"SEN",22
21,1984,"SEY",9
21,1984,"SGP",7
21,1984,"SLE",7
21,1984,"SMR",19
21,1984,"SOL",3
21,1984,"SOM",7
21,1984,"SRI",3
21,1984,"SUD",7
21,1984,"SUI",114
21,1984,"SUR",5
21,1984,"SWE",153
21,1984,"SWZ",8
21,1984,"SYR",9
21,1984,"TAN",19
21,1984,"TGA",7
21,1984,"THA",34
21,1984,"TOG",6
21,1984,"TPE",39
21,1984,"TTO",14
21,1984,"TUN",12
21,1984,"TUR",47
21,1984,"UAE",8
21,1984,"UGA",27
21,1984,"URU",6
21,1984,"USA",363
21,1984,"VEN",28
21,1984,"YAR",2
21,1984,"YUG",62
21,1984,"ZAM",16
21,1984,"ZIM",16
22,1988,"AFG",5
22,1988,"AHO",3
22,1988,"ALG",31
22,1988,"AND",3
22,1988,"ANG",25
22,1988,"ANT",16
22,1988,"ARG",52
22,1988,"ARU",9
22,1988,"ASA",6
22,1988,"AUS",170
22,1988,"AUT",79
22,1988,"BAH",15
22,1988,"BAN",7
22,1988,"BAR",17
22,1988,"BEL",58
22,1988,"BEN",5
22,1988,"BER",11
22,1988,"BHU",4
22,1988,"BIZ",10
22,1988,"BOL",7
22,1988,"BOT",8
22,1988,"BRA",109
22,1988,"BRN",12
22,1988,"BUL",122
22,1988,"BUR",6
22,1988,"CAF",4
22,1988,"CAN",267
22,1988,"CAY",6
22,1988,"CGO",5
22,1988,"CHA",6
22,1988,"CHI",16
22,1988,"CHN",213
22,1988,"CIV",12
22,1988,"CMR",15
22,1988,"COD",16
22,1988,"COK",7
22,1988,"COL",38
22,1988,"CRC",18
22,1988,"CYP",9
22,1988,"DEN",85
22,1988,"DJI",6
22,1988,"DOM",17
22,1988,"ECU",16
22,1988,"EGY",45
22,1988,"ESA",6
22,1988,"ESP",171
22,1988,"FIJ",21
22,1988,"FIN",80
22,1988,"FRA",237
22,1988,"FRG",267
22,1988,"GAB",3
22,1988,"GAM",6
22,1988,"GBR",289
22,1988,"GDR",192
22,1988,"GEQ",6
22,1988,"GHA",13
22,1988,"GRE",35
22,1988,"GRN",6
22,1988,"GUA",12
22,1988,"GUI",6
22,1988,"GUM",19
22,1988,"GUY",8
22,1988,"HAI",4
22,1988,"HKG",53
22,1988,"HON",8
22,1988,"HUN",155
22,1988,"INA",31
22,1988,"IND",32
22,1988,"IRI",26
22,1988,"IRL",55
22,1988,"IRQ",12
22,1988,"ISL",17
22,1988,"ISR",18
22,1988,"ISV",27
22,1988,"ITA",187
22,1988,"IVB",3
22,1988,"JAM",30
22,1988,"JOR",9
22,1988,"JPN",222
22,1988,"KEN",60
22,1988,"KOR",289
22,1988,"KSA",14
22,1988,"KUW",27
22,1988,"LAO",3
22,1988,"LBA",6
22,1988,"LBN",21
22,1988,"LBR",8
22,1988,"LES",6
22,1988,"LIE",12
22,1988,"LUX",8
22,1988,"MAR",28
22,1988,"MAS",15
22,1988,"MAW",16
22,1988,"MDV",5
22,1988,"MEX",92
22,1988,"MGL",29
22,1988,"MLI",6
22,1988,"MLT",6
22,1988,"MON",9
22,1988,"MOZ",8
22,1988,"MRI",9
22,1988,"MTN",6
22,1988,"MYA",2
22,1988,"NED",109
22,1988,"NEP",18
22,1988,"NGR",50
22,1988,"NIG",8
22,1988,"NOR",45
22,1988,"NZL",70
22,1988,"OMA",9
22,1988,"PAK",14
22,1988,"PAN",6
22,1988,"PAR",11
22,1988,"PER",10
22,1988,"PHI",34
22,1988,"PNG",11
22,1988,"POL",133
22,1988,"POR",62
22,1988,"PUR",38
22,1988,"QAT",11
22,1988,"ROU",53
22,1988,"RWA",6
22,1988,"SAM",11
22,1988,"SEN",23
22,1988,"SGP",10
22,1988,"SLE",14
22,1988,"SMR",11
22,1988,"SOL",5
22,1988,"SOM",5
22,1988,"SRI",6
22,1988,"SUD",8
22,1988,"SUI",94
22,1988,"SUR",6
22,1988,"SWE",138
22,1988,"SWZ",12
22,1988,"SYR",13
22,1988,"TAN",10
22,1988,"TCH",112
22,1988,"TGA",5
22,1988,"THA",12
22,1988,"TOG",6
22,1988,"TPE",78
22,1988,"TTO",6
22,1988,"TUN",12
22,1988,"TUR",51
22,1988,"UAE",13
22,1988,"UGA",25
22,1988,"URS",317
22,1988,"URU",12
22,1988,"USA",387
22,1988,"VAN",6
22,1988,"VEN",18
22,1988,"VIE",9
22,1988,"VIN",8
22,1988,"YAR",8
22,1988,"YMD",5
22,1988,"YUG",75
22,1988,"ZAM",13
22,1988,"ZIM",31
23,1992,"AHO",4
23,1992,"ALB",7
23,1992,"ALG",27
23,1992,"AND",7
23,1992,"ANG",18
23,1992,"ANT",12
23,1992,"ARG",65
23,1992,"ARU",5
23,1992,"ASA",3
23,1992,"AUS",186
23,1992,"AUT",80
23,1992,"BAH",13
23,1992,"BAN",6
23,1992,"BAR",14
23,1992,"BEL",65
23,1992,"BEN",6
23,1992,"BER",16
23,1992,"BHU",8
23,1992,"BIH",10
23,1992,"BIZ",11
23,1992,"BOL",12
23,1992,"BOT",6
23,1992,"BRA",120
23,1992,"BRN",11
23,1992,"BUL",129
23,1992,"BUR",4
23,1992,"CAF",15
23,1992,"CAN",253
23,1992,"CAY",8
23,1992,"CGO",6
23,1992,"CHA",6
23,1992,"CHI",15
23,1992,"CHN",193
23,1992,"CIV",11
23,1992,"CMR",9
23,1992,"COD",16
23,1992,"COK",2
23,1992,"COL",31
23,1992,"CRC",16
23,1992,"CRO",24
23,1992,"CUB",108
23,1992,"CYP",16
23,1992,"DEN",77
23,1992,"DJI",8
23,1992,"DOM",13
23,1992,"ECU",13
23,1992,"EGY",34
23,1992,"ESA",4
23,1992,"ESP",261
23,1992,"EST",33
23,1992,"ETH",19
23,1992,"EUN",340
23,1992,"FIJ",16
23,1992,"FIN",86
23,1992,"FRA",276
23,1992,"GAB",5
23,1992,"GAM",4
23,1992,"GBR",294
23,1992,"GEQ",7
23,1992,"GER",338
23,1992,"GHA",18
23,1992,"GRE",55
23,1992,"GRN",4
23,1992,"GUA",17
23,1992,"GUI",8
23,1992,"GUM",24
23,1992,"GUY",6
23,1992,"HAI",7
23,1992,"HKG",39
23,1992,"HON",10
23,1992,"HUN",187
23,1992,"INA",41
23,1992,"IND",40
23,1992,"IOA",59
23,1992,"IRI",41
23,1992,"IRL",57
23,1992,"IRQ",8
23,1992,"ISL",15
23,1992,"ISR",28
23,1992,"ISV",22
23,1992,"ITA",215
23,1992,"IVB",2
23,1992,"JAM",33
23,1992,"JOR",7
23,1992,"JPN",207
23,1992,"KEN",49
23,1992,"KOR",161
23,1992,"KSA",10
23,1992,"KUW",17
23,1992,"LAO",6
23,1992,"LAT",35
23,1992,"LBA",5
23,1992,"LBN",12
23,1992,"LES",6
23,1992,"LIE",7
23,1992,"LTU",32
23,1992,"LUX",6
23,1992,"MAD",14
23,1992,"MAR",31
23,1992,"MAS",10
23,1992,"MAW",4
23,1992,"MDV",7
23,1992,"MEX",97
23,1992,"MGL",33
23,1992,"MLI",5
23,1992,"MLT",6
23,1992,"MON",2
23,1992,"MOZ",6
23,1992,"MRI",12
23,1992,"MTN",6
23,1992,"MYA",4
23,1992,"NAM",6
23,1992,"NCA",8
23,1992,"NED",127
23,1992,"NEP",3
23,1992,"NGR",41
23,1992,"NIG",3
23,1992,"NOR",57
23,1992,"NZL",92
23,1992,"OMA",5
23,1992,"PAK",11
23,1992,"PAN",5
23,1992,"PAR",10
23,1992,"PER",16
23,1992,"PHI",29
23,1992,"PNG",14
23,1992,"POL",169
23,1992,"POR",79
23,1992,"PRK",66
23,1992,"PUR",47
23,1992,"QAT",10
23,1992,"ROU",133
23,1992,"RSA",85
23,1992,"RWA",10
23,1992,"SAM",5
23,1992,"SEN",19
23,1992,"SEY",11
23,1992,"SGP",14
23,1992,"SLE",9
23,1992,"SLO",28
23,1992,"SMR",15
23,1992,"SOL",1
23,1992,"SRI",11
23,1992,"SUD",6
23,1992,"SUI",98
23,1992,"SUR",6
23,1992,"SWE",145
23,1992,"SWZ",6
23,1992,"SYR",9
23,1992,"TAN",9
23,1992,"TCH",133
23,1992,"TGA",5
23,1992,"THA",39
23,1992,"TOG",5
23,1992,"TPE",19
23,1992,"TTO",8
23,1992,"TUN",15
23,1992,"TUR",49
23,1992,"UAE",17
23,1992,"UGA",8
23,1992,"URU",16
23,1992,"USA",403
23,1992,"VAN",6
23,1992,"VEN",21
23,1992,"VIE",7
23,1992,"VIN",6
23,1992,"YEM",9
23,1992,"ZAM",9
23,1992,"ZIM",17
24,1996,"AFG",2
24,1996,"AHO",6
24,1996,"ALB",7
24,1996,"ALG",31
24,1996,"AND",7
24,1996,"ANG",6
24,1996,"ANT",8
24,1996,"ARG",94
24,1996,"ARM",32
24,1996,"ARU",3
24,1996,"ASA",6
24,1996,"AUS",264
24,1996,"AUT",64
24,1996,"AZE",23
24,1996,"BAH",23
24,1996,"BAN",4
24,1996,"BAR",13
24,1996,"BDI",7
24,1996,"BEL",61
24,1996,"BEN",4
24,1996,"BER",8
24,1996,"BHU",2
24,1996,"BIH",9
24,1996,"BIZ",5
24,1996,"BLR",142
24,1996,"BOL",8
24,1996,"BOT",4
24,1996,"BRA",115
24,1996,"BRN",3
24,1996,"BRU",1
24,1996,"BUL",93
24,1996,"BUR",6
24,1996,"CAF",5
24,1996,"CAM",5
24,1996,"CAN",229
24,1996,"CAY",7
24,1996,"CGO",5
24,1996,"CHA",4
24,1996,"CHI",17
24,1996,"CHN",200
24,1996,"CIV",9
24,1996,"CMR",12
24,1996,"COD",3
24,1996,"COK",3
24,1996,"COL",47
24,1996,"COM",4
24,1996,"CPV",4
24,1996,"CRC",11
24,1996,"CRO",45
24,1996,"CUB",104
24,1996,"CYP",16
24,1996,"CZE",109
24,1996,"DEN",67
24,1996,"DJI",5
24,1996,"DMA",6
24,1996,"DOM",16
24,1996,"ECU",19
24,1996,"EGY",14
24,1996,"ESA",8
24,1996,"ESP",198
24,1996,"EST",43
24,1996,"ETH",18
24,1996,"FIJ",14
24,1996,"FIN",75
24,1996,"FRA",235
24,1996,"GAB",6
24,1996,"GAM",6
24,1996,"GBR",223
24,1996,"GBS",3
24,1996,"GEO",33
24,1996,"GEQ",5
24,1996,"GER",320
24,1996,"GHA",16
24,1996,"GRE",93
24,1996,"GRN",2
24,1996,"GUA",26
24,1996,"GUI",5
24,1996,"GUM",8
24,1996,"GUY",6
24,1996,"HAI",7
24,1996,"HKG",21
24,1996,"HON",7
24,1996,"HUN",163
24,1996,"INA",28
24,1996,"IND",32
24,1996,"IRI",18
24,1996,"IRL",68
24,1996,"IRQ",3
24,1996,"ISL",9
24,1996,"ISR",25
24,1996,"ISV",10
24,1996,"ITA",226
24,1996,"IVB",6
24,1996,"JAM",44
24,1996,"JOR",5
24,1996,"JPN",199
24,1996,"KAZ",99
24,1996,"KEN",50
24,1996,"KGZ",36
24,1996,"KOR",181
24,1996,"KSA",15
24,1996,"KUW",14
24,1996,"LAO",2
24,1996,"LAT",46
24,1996,"LBA",5
24,1996,"LBN",1
24,1996,"LBR",4
24,1996,"LCA",5
24,1996,"LES",5
24,1996,"LIE",2
24,1996,"LTU",50
24,1996,"LUX",6
24,1996,"MAD",10
24,1996,"MAR",34
24,1996,"MAS",19
24,1996,"MAW",2
24,1996,"MDA",40
24,1996,"MDV",6
24,1996,"MEX",77
24,1996,"MGL",16
24,1996,"MKD",11
24,1996,"MLI",3
24,1996,"MLT",7
24,1996,"MON",3
24,1996,"MOZ",4
24,1996,"MRI",25
24,1996,"MTN",4
24,1996,"MYA",3
24,1996,"NAM",8
24,1996,"NCA",7
24,1996,"NED",110
24,1996,"NEP",6
24,1996,"NGR",53
24,1996,"NIG",3
24,1996,"NOR",54
24,1996,"NRU",3
24,1996,"NZL",80
24,1996,"OMA",4
24,1996,"PAK",9
24,1996,"PAN",7
24,1996,"PAR",7
24,1996,"PER",20
24,1996,"PHI",12
24,1996,"PLE",1
24,1996,"PNG",11
24,1996,"POL",138
24,1996,"POR",82
24,1996,"PRK",25
24,1996,"PUR",43
24,1996,"QAT",10
24,1996,"ROU",136
24,1996,"RSA",66
24,1996,"RUS",300
24,1996,"RWA",4
24,1996,"SAM",5
24,1996,"SCG",35
24,1996,"SEN",9
24,1996,"SEY",9
24,1996,"SGP",15
24,1996,"SKN",5
24,1996,"SLE",9
24,1996,"SLO",32
24,1996,"SMR",7
24,1996,"SOL",4
24,1996,"SOM",4
24,1996,"SRI",9
24,1996,"STP",2
24,1996,"SUD",4
24,1996,"SUI",95
24,1996,"SUR",7
24,1996,"SVK",67
24,1996,"SWE",130
24,1996,"SWZ",6
24,1996,"SYR",7
24,1996,"TAN",7
24,1996,"TGA",5
24,1996,"THA",28
24,1996,"TJK",8
24,1996,"TKM",7
24,1996,"TOG",4
24,1996,"TPE",62
24,1996,"TTO",12
24,1996,"TUN",24
24,1996,"TUR",53
24,1996,"UAE",4
24,1996,"UGA",11
24,1996,"UKR",177
24,1996,"URU",14
24,1996,"USA",406
24,1996,"UZB",67
24,1996,"VAN",4
24,1996,"VEN",39
24,1996,"VIE",6
24,1996,"VIN",6
24,1996,"YEM",5
24,1996,"ZAM",8
24,1996,"ZIM",15
25,2000,"AHO",8
25,2000,"ALB",4
25,2000,"ALG",46
25,2000,"AND",5
25,2000,"ANG",7
25,2000,"ANT",3
25,2000,"ARG",91
25,2000,"ARM",25
25,2000,"ARU",5
25,2000,"ASA",4
25,2000,"AUS",364
25,2000,"AUT",72
25,2000,"AZE",31
25,2000,"BAH",22
25,2000,"BAN",5
25,2000,"BAR",17
25,2000,"BDI",6
25,2000,"BEL",67
25,2000,"BEN",4
25,2000,"BER",5
25,2000,"BHU",2
25,2000,"BIH",9
25,2000,"BIZ",2
25,2000,"BLR",126
25,2000,"BOL",5
25,2000,"BOT",5
25,2000,"BRA",104
25,2000,"BRN",4
25,2000,"BRU",2
25,2000,"BUL",85
25,2000,"BUR",4
25,2000,"CAF",3
25,2000,"CAM",4
25,2000,"CAN",204
25,2000,"CAY",3
25,2000,"CGO",5
25,2000,"CHA",2
25,2000,"CHI",31
25,2000,"CHN",198
25,2000,"CIV",11
25,2000,"CMR",14
25,2000,"COD",2
25,2000,"COK",2
25,2000,"COL",41
25,2000,"COM",2
25,2000,"CPV",2
25,2000,"CRC",7
25,2000,"CRO",54
25,2000,"CUB",145
25,2000,"CYP",20
25,2000,"CZE",96
25,2000,"DEN",61
25,2000,"DJI",2
25,2000,"DMA",4
25,2000,"DOM",13
25,2000,"ECU",10
25,2000,"EGY",60
25,2000,"ERI",3
25,2000,"ESA",8
25,2000,"ESP",206
25,2000,"EST",31
25,2000,"ETH",27
25,2000,"FIJ",7
25,2000,"FIN",67
25,2000,"FRA",251
25,2000,"FSM",5
25,2000,"GAB",5
25,2000,"GAM",2
25,2000,"GBR",237
25,2000,"GBS",3
25,2000,"GEO",37
25,2000,"GEQ",4
25,2000,"GER",310
25,2000,"GHA",17
25,2000,"GRE",118
25,2000,"GRN",3
25,2000,"GUA",13
25,2000,"GUI",6
25,2000,"GUM",7
25,2000,"GUY",4
25,2000,"HAI",5
25,2000,"HKG",32
25,2000,"HON",4
25,2000,"HUN",148
25,2000,"INA",36
25,2000,"IND",39
25,2000,"IOA",4
25,2000,"IRI",35
25,2000,"IRL",51
25,2000,"IRQ",4
25,2000,"ISL",18
25,2000,"ISR",35
25,2000,"ISV",9
25,2000,"ITA",217
25,2000,"IVB",1
25,2000,"JAM",43
25,2000,"JOR",8
25,2000,"JPN",190
25,2000,"KAZ",107
25,2000,"KEN",44
25,2000,"KGZ",50
25,2000,"KOR",149
25,2000,"KSA",17
25,2000,"KUW",12
25,2000,"LAO",3
25,2000,"LAT",45
25,2000,"LBA",3
25,2000,"LBN",6
25,2000,"LBR",6
25,2000,"LCA",5
25,2000,"LES",6
25,2000,"LIE",2
25,2000,"LTU",48
25,2000,"LUX",7
25,2000,"MAD",10
25,2000,"MAR",39
25,2000,"MAS",23
25,2000,"MAW",2
25,2000,"MDA",34
25,2000,"MDV",4
25,2000,"MEX",77
25,2000,"MGL",20
25,2000,"MKD",10
25,2000,"MLI",5
25,2000,"MLT",7
25,2000,"MON",4
25,2000,"MOZ",5
25,2000,"MRI",19
25,2000,"MTN",2
25,2000,"MYA",7
25,2000,"NAM",11
25,2000,"NCA",6
25,2000,"NED",115
25,2000,"NEP",5
25,2000,"NGR",49
25,2000,"NIG",4
25,2000,"NOR",54
25,2000,"NRU",3
25,2000,"NZL",84
25,2000,"OMA",4
25,2000,"PAK",11
25,2000,"PAN",6
25,2000,"PAR",5
25,2000,"PER",11
25,2000,"PHI",20
25,2000,"PLE",2
25,2000,"PLW",5
25,2000,"PNG",5
25,2000,"POL",142
25,2000,"POR",56
25,2000,"PRK",30
25,2000,"PUR",22
25,2000,"QAT",16
25,2000,"ROU",113
25,2000,"RSA",73
25,2000,"RUS",323
25,2000,"RWA",5
25,2000,"SAM",5
25,2000,"SCG",47
25,2000,"SEN",15
25,2000,"SEY",9
25,2000,"SGP",14
25,2000,"SKN",2
25,2000,"SLE",3
25,2000,"SLO",46
25,2000,"SMR",4
25,2000,"SOL",2
25,2000,"SOM",2
25,2000,"SRI",14
25,2000,"STP",2
25,2000,"SUD",3
25,2000,"SUI",95
25,2000,"SUR",4
25,2000,"SVK",66
25,2000,"SWE",113
25,2000,"SWZ",6
25,2000,"SYR",8
25,2000,"TAN",4
25,2000,"TGA",3
25,2000,"THA",43
25,2000,"TJK",4
25,2000,"TKM",8
25,2000,"TOG",3
25,2000,"TPE",54
25,2000,"TTO",17
25,2000,"TUN",34
25,2000,"TUR",60
25,2000,"UAE",4
25,2000,"UGA",13
25,2000,"UKR",224
25,2000,"URU",15
25,2000,"USA",396
25,2000,"UZB",63
25,2000,"VAN",3
25,2000,"VEN",45
25,2000,"VIE",7
25,2000,"VIN",4
25,2000,"YEM",2
25,2000,"ZAM",8
25,2000,"ZIM",18
26,2004,"AFG",5
26,2004,"AHO",3
26,2004,"ALB",7
26,2004,"ALG",63
26,2004,"AND",6
26,2004,"ANG",6
26,2004,"ANT",5
26,2004,"ARG",80
26,2004,"ARM",18
26,2004,"ARU",4
26,2004,"ASA",3
26,2004,"AUS",268
26,2004,"AUT",67
26,2004,"AZE",37
26,2004,"BAH",17
26,2004,"BAN",4
26,2004,"BAR",10
26,2004,"BDI",7
26,2004,"BEL",49
26,2004,"BEN",4
26,2004,"BER",7
26,2004,"BHU",2
26,2004,"BIH",9
26,2004,"BIZ",2
26,2004,"BLR",130
26,2004,"BOL",7
26,2004,"BOT",8
26,2004,"BRA",149
26,2004,"BRN",10
26,2004,"BRU",1
26,2004,"BUL",85
26,2004,"BUR",5
26,2004,"CAF",4
26,2004,"CAM",4
26,2004,"CAN",177
26,2004,"CAY",5
26,2004,"CGO",6
26,2004,"CHA",2
26,2004,"CHI",23
26,2004,"CHN",261
26,2004,"CIV",5
26,2004,"CMR",17
26,2004,"COD",5
26,2004,"COK",3
26,2004,"COL",52
26,2004,"COM",3
26,2004,"CPV",3
26,2004,"CRC",7
26,2004,"CRO",52
26,2004,"CUB",109
26,2004,"CYP",20
26,2004,"CZE",115
26,2004,"DEN",61
26,2004,"DMA",2
26,2004,"DOM",22
26,2004,"ECU",16
26,2004,"EGY",55
26,2004,"ERI",4
26,2004,"ESA",7
26,2004,"ESP",196
26,2004,"EST",38
26,2004,"ETH",26
26,2004,"FIJ",8
26,2004,"FIN",53
26,2004,"FRA",247
26,2004,"FSM",5
26,2004,"GAB",5
26,2004,"GAM",2
26,2004,"GBR",210
26,2004,"GBS",3
26,2004,"GEO",33
26,2004,"GEQ",2
26,2004,"GER",308
26,2004,"GHA",11
26,2004,"GRE",238
26,2004,"GRN",5
26,2004,"GUA",18
26,2004,"GUI",3
26,2004,"GUM",4
26,2004,"GUY",4
26,2004,"HAI",8
26,2004,"HKG",30
26,2004,"HON",5
26,2004,"HUN",151
26,2004,"INA",29
26,2004,"IND",54
26,2004,"IRI",37
26,2004,"IRL",41
26,2004,"IRQ",8
26,2004,"ISL",12
26,2004,"ISR",32
26,2004,"ISV",6
26,2004,"ITA",215
26,2004,"IVB",1
26,2004,"JAM",43
26,2004,"JOR",8
26,2004,"JPN",194
26,2004,"KAZ",92
26,2004,"KEN",35
26,2004,"KGZ",29
26,2004,"KIR",3
26,2004,"KOR",165
26,2004,"KSA",17
26,2004,"KUW",11
26,2004,"LAO",5
26,2004,"LAT",32
26,2004,"LBA",8
26,2004,"LBN",5
26,2004,"LBR",2
26,2004,"LCA",2
26,2004,"LES",3
26,2004,"LIE",1
26,2004,"LTU",45
26,2004,"LUX",11
26,2004,"MAD",9
26,2004,"MAR",42
26,2004,"MAS",22
26,2004,"MAW",4
26,2004,"MDA",33
26,2004,"MDV",4
26,2004,"MEX",78
26,2004,"MGL",20
26,2004,"MKD",10
26,2004,"MLI",6
26,2004,"MLT",7
26,2004,"MON",3
26,2004,"MOZ",4
26,2004,"MRI",9
26,2004,"MTN",2
26,2004,"MYA",2
26,2004,"NAM",8
26,2004,"NCA",5
26,2004,"NED",110
26,2004,"NEP",6
26,2004,"NGR",35
26,2004,"NIG",4
26,2004,"NOR",39
26,2004,"NRU",3
26,2004,"NZL",86
26,2004,"OMA",2
26,2004,"PAK",11
26,2004,"PAN",4
26,2004,"PAR",6
26,2004,"PER",12
26,2004,"PHI",16
26,2004,"PLE",3
26,2004,"PLW",4
26,2004,"PNG",4
26,2004,"POL",149
26,2004,"POR",60
26,2004,"PRK",38
26,2004,"PUR",29
26,2004,"QAT",15
26,2004,"ROU",96
26,2004,"RSA",73
26,2004,"RUS",344
26,2004,"RWA",5
26,2004,"SAM",3
26,2004,"SCG",33
26,2004,"SEN",15
26,2004,"SEY",9
26,2004,"SGP",16
26,2004,"SKN",2
26,2004,"SLE",2
26,2004,"SLO",58
26,2004,"SMR",5
26,2004,"SOL",2
26,2004,"SOM",2
26,2004,"SRI",7
26,2004,"STP",2
26,2004,"SUD",5
26,2004,"SUI",87
26,2004,"SUR",4
26,2004,"SVK",57
26,2004,"SWE",94
26,2004,"SWZ",3
26,2004,"SYR",6
26,2004,"TAN",8
26,2004,"TGA",5
26,2004,"THA",40
26,2004,"TJK",9
26,2004,"TKM",9
26,2004,"TLS",2
26,2004,"TOG",3
26,2004,"TPE",53
26,2004,"TTO",17
26,2004,"TUN",31
26,2004,"TUR",65
26,2004,"UAE",4
26,2004,"UGA",11
26,2004,"UKR",204
26,2004,"URU",14
26,2004,"USA",377
26,2004,"UZB",68
26,2004,"VAN",2
26,2004,"VEN",48
26,2004,"VIE",10
26,2004,"VIN",3
26,2004,"YEM",3
26,2004,"ZAM",6
26,2004,"ZIM",11
53,2008,"AFG",4
53,2008,"AHO",3
53,2008,"ALB",11
53,2008,"ALG",48
53,2008,"AND",5
53,2008,"ANG",7
53,2008,"ANT",5
53,2008,"ARG",73
53,2008,"ARM",26
53,2008,"ARU",2
53,2008,"ASA",4
53,2008,"AUS",268
53,2008,"AUT",61
53,2008,"AZE",41
53,2008,"BAH",23
53,2008,"BAN",5
53,2008,"BAR",8
53,2008,"BDI",3
53,2008,"BEL",56
53,2008,"BEN",5
53,2008,"BER",6
53,2008,"BHU",2
53,2008,"BIH",5
53,2008,"BIZ",4
53,2008,"BLR",146
53,2008,"BOL",7
53,2008,"BOT",12
53,2008,"BRA",162
53,2008,"BRN",15
53,2008,"BUL",53
53,2008,"BUR",6
53,2008,"CAF",3
53,2008,"CAM",4
53,2008,"CAN",215
53,2008,"CAY",4
53,2008,"CGO",5
53,2008,"CHA",2
53,2008,"CHI",27
53,2008,"CHN",351
53,2008,"CIV",6
53,2008,"CMR",16
53,2008,"COD",5
53,2008,"COK",4
53,2008,"COL",65
53,2008,"COM",3
53,2008,"CPV",2
53,2008,"CRC",8
53,2008,"CRO",62
53,2008,"CUB",115
53,2008,"CYP",17
53,2008,"CZE",110
53,2008,"DEN",59
53,2008,"DJI",2
53,2008,"DMA",2
53,2008,"DOM",22
53,2008,"ECU",25
53,2008,"EGY",72
53,2008,"ERI",10
53,2008,"ESA",11
53,2008,"ESP",186
53,2008,"EST",43
53,2008,"ETH",28
53,2008,"FIJ",6
53,2008,"FIN",54
53,2008,"FRA",257
53,2008,"FSM",5
53,2008,"GAB",4
53,2008,"GAM",3
53,2008,"GBR",238
53,2008,"GBS",3
53,2008,"GEO",33
53,2008,"GEQ",3
53,2008,"GER",260
53,2008,"GHA",9
53,2008,"GRE",98
53,2008,"GRN",9
53,2008,"GUA",12
53,2008,"GUI",5
53,2008,"GUM",6
53,2008,"GUY",4
53,2008,"HAI",7
53,2008,"HKG",42
53,2008,"HON",7
53,2008,"HUN",129
53,2008,"INA",24
53,2008,"IND",50
53,2008,"IRI",49
53,2008,"IRL",47
53,2008,"IRQ",3
53,2008,"ISL",14
53,2008,"ISR",37
53,2008,"ISV",7
53,2008,"ITA",242
53,2008,"IVB",2
53,2008,"JAM",46
53,2008,"JOR",7
53,2008,"JPN",216
53,2008,"KAZ",103
53,2008,"KEN",46
53,2008,"KGZ",20
53,2008,"KIR",2
53,2008,"KOR",161
53,2008,"KSA",15
53,2008,"KUW",8
53,2008,"LAO",4
53,2008,"LAT",36
53,2008,"LBA",7
53,2008,"LBN",7
53,2008,"LBR",3
53,2008,"LCA",4
53,2008,"LES",5
53,2008,"LIE",2
53,2008,"LTU",58
53,2008,"LUX",13
53,2008,"MAD",6
53,2008,"MAR",47
53,2008,"MAS",36
53,2008,"MAW",4
53,2008,"MDA",29
53,2008,"MDV",4
53,2008,"MEX",82
53,2008,"MGL",28
53,2008,"MHL",5
53,2008,"MKD",7
53,2008,"MLI",6
53,2008,"MLT",6
53,2008,"MNE",7
53,2008,"MON",5
53,2008,"MOZ",4
53,2008,"MRI",12
53,2008,"MTN",2
53,2008,"MYA",8
53,2008,"NAM",10
53,2008,"NCA",6
53,2008,"NED",110
53,2008,"NEP",8
53,2008,"NGR",44
53,2008,"NIG",5
53,2008,"NOR",49
53,2008,"NRU",1
53,2008,"NZL",90
53,2008,"OMA",4
53,2008,"PAK",6
53,2008,"PAN",5
53,2008,"PAR",7
53,2008,"PER",13
53,2008,"PHI",19
53,2008,"PLE",4
53,2008,"PLW",5
53,2008,"PNG",7
53,2008,"POL",193
53,2008,"POR",73
53,2008,"PRK",45
53,2008,"PUR",22
53,2008,"QAT",20
53,2008,"ROU",83
53,2008,"RSA",96
53,2008,"RUS",357
53,2008,"RWA",4
53,2008,"SAM",6
53,2008,"SEN",15
53,2008,"SEY",8
53,2008,"SGP",27
53,2008,"SKN",4
53,2008,"SLE",3
53,2008,"SLO",53
53,2008,"SMR",4
53,2008,"SOL",3
53,2008,"SOM",2
53,2008,"SRB",40
53,2008,"SRI",9
53,2008,"STP",3
53,2008,"SUD",9
53,2008,"SUI",76
53,2008,"SUR",4
53,2008,"SVK",52
53,2008,"SWE",97
53,2008,"SWZ",4
53,2008,"SYR",8
53,2008,"TAN",10
53,2008,"TGA",3
53,2008,"THA",42
53,2008,"TJK",15
