"edition_id","year","code","participants"
53,2008,"TKM",10
53,2008,"TLS",2
53,2008,"TOG",4
53,2008,"TPE",50
53,2008,"TTO",24
53,2008,"TUN",29
53,2008,"TUR",67
53,2008,"TUV",3
53,2008,"UAE",8
53,2008,"UGA",11
53,2008,"UKR",233
53,2008,"URU",11
53,2008,"USA",389
53,2008,"UZB",56
53,2008,"VAN",3
53,2008,"VEN",74
53,2008,"VIE",21
53,2008,"VIN",2
53,2008,"YEM",5
53,2008,"ZAM",8
53,2008,"ZIM",13
54,2012,"AFG",6
54,2012,"ALB",9
54,2012,"ALG",28
54,2012,"AND",6
54,2012,"ANG",11
54,2012,"ANT",4
54,2012,"ARG",63
54,2012,"ARM",24
54,2012,"ARU",4
54,2012,"ASA",5
54,2012,"AUS",254
54,2012,"AUT",62
54,2012,"AZE",51
54,2012,"BAH",21
54,2012,"BAN",5
54,2012,"BAR",6
54,2012,"BDI",6
54,2012,"BEL",79
54,2012,"BEN",5
54,2012,"BER",7
54,2012,"BHU",2
54,2012,"BIH",6
54,2012,"BIZ",3
54,2012,"BLR",128
54,2012,"BOL",5
54,2012,"BOT",4
54,2012,"BRA",153
54,2012,"BRN",12
54,2012,"BRU",3
54,2012,"BUL",47
54,2012,"BUR",5
54,2012,"CAF",6
54,2012,"CAM",6
54,2012,"CAN",209
54,2012,"CAY",5
54,2012,"CGO",7
54,2012,"CHA",2
54,2012,"CHI",35
54,2012,"CHN",276
54,2012,"CIV",9
54,2012,"CMR",16
54,2012,"COD",4
54,2012,"COK",8
54,2012,"COL",81
54,2012,"COM",3
54,2012,"CPV",3
54,2012,"CRC",11
54,2012,"CRO",53
54,2012,"CUB",100
54,2012,"CYP",13
54,2012,"CZE",105
54,2012,"DEN",74
54,2012,"DJI",5
54,2012,"DMA",2
54,2012,"DOM",21
54,2012,"ECU",36
54,2012,"EGY",89
54,2012,"ERI",12
54,2012,"ESA",10
54,2012,"ESP",163
54,2012,"EST",28
54,2012,"ETH",34
54,2012,"FIJ",9
54,2012,"FIN",52
54,2012,"FRA",236
54,2012,"FSM",6
54,2012,"GAB",7
54,2012,"GAM",2
54,2012,"GBR",320
54,2012,"GBS",4
54,2012,"GEO",35
54,2012,"GEQ",2
54,2012,"GER",286
54,2012,"GHA",9
54,2012,"GRE",74
54,2012,"GRN",9
54,2012,"GUA",19
54,2012,"GUI",4
54,2012,"GUM",8
54,2012,"GUY",6
54,2012,"HAI",5
54,2012,"HKG",36
54,2012,"HON",10
54,2012,"HUN",112
54,2012,"INA",19
54,2012,"IND",64
54,2012,"IOA",4
54,2012,"IRI",53
54,2012,"IRL",60
54,2012,"IRQ",8
54,2012,"ISL",14
54,2012,"ISR",28
54,2012,"ISV",7
54,2012,"ITA",209
54,2012,"IVB",2
54,2012,"JAM",42
54,2012,"JOR",9
54,2012,"JPN",215
54,2012,"KAZ",103
54,2012,"KEN",45
54,2012,"KGZ",14
54,2012,"KIR",3
54,2012,"KOR",156
54,2012,"KSA",19
54,2012,"KUW",10
54,2012,"LAO",3
54,2012,"LAT",41
54,2012,"LBA",4
54,2012,"LBN",10
54,2012,"LBR",4
54,2012,"LCA",4
54,2012,"LES",4
54,2012,"LIE",3
54,2012,"LTU",50
54,2012,"LUX",9
54,2012,"MAD",7
54,2012,"MAR",49
54,2012,"MAS",30
54,2012,"MAW",3
54,2012,"MDA",20
54,2012,"MDV",5
54,2012,"MEX",87
54,2012,"MGL",29
54,2012,"MHL",4
54,2012,"MKD",4
54,2012,"MLI",6
54,2012,"MLT",5
54,2012,"MNE",8
54,2012,"MON",6
54,2012,"MOZ",6
54,2012,"MRI",10
54,2012,"MTN",2
54,2012,"MYA",6
54,2012,"NAM",9
54,2012,"NCA",6
54,2012,"NED",107
54,2012,"NEP",5
54,2012,"NGR",37
54,2012,"NIG",6
54,2012,"NOR",46
54,2012,"NRU",2
54,2012,"NZL",89
54,2012,"OMA",4
54,2012,"PAK",6
54,2012,"PAN",8
54,2012,"PAR",8
54,2012,"PER",16
54,2012,"PHI",11
54,2012,"PLE",5
54,2012,"PLW",5
54,2012,"PNG",8
54,2012,"POL",165
54,2012,"POR",70
54,2012,"PRK",34
54,2012,"PUR",25
54,2012,"QAT",12
54,2012,"ROU",78
54,2012,"RSA",68
54,2012,"RUS",330
54,2012,"RWA",7
54,2012,"SAM",8
54,2012,"SEN",15
54,2012,"SEY",6
54,2012,"SGP",22
54,2012,"SKN",4
54,2012,"SLE",2
54,2012,"SLO",61
54,2012,"SMR",4
54,2012,"SOL",4
54,2012,"SOM",2
54,2012,"SRB",60
54,2012,"SRI",7
54,2012,"STP",2
54,2012,"SUD",6
54,2012,"SUI",71
54,2012,"SUR",5
54,2012,"SVK",46
54,2012,"SWE",85
54,2012,"SWZ",3
54,2012,"SYR",10
54,2012,"TAN",6
54,2012,"TGA",3
54,2012,"THA",35
54,2012,"TJK",16
54,2012,"TKM",10
54,2012,"TLS",2
54,2012,"TOG",6
54,2012,"TPE",44
54,2012,"TTO",25
54,2012,"TUN",48
54,2012,"TUR",87
54,2012,"TUV",3
54,2012,"UAE",9
54,2012,"UGA",15
54,2012,"UKR",214
54,2012,"URU",11
54,2012,"USA",378
54,2012,"UZB",53
54,2012,"VAN",5
54,2012,"VEN",63
54,2012,"VIE",17
54,2012,"VIN",3
54,2012,"YEM",4
54,2012,"ZAM",7
54,2012,"ZIM",7
59,2016,"AFG",3
59,2016,"ALB",6
59,2016,"ALG",47
59,2016,"AND",4
59,2016,"ANG",10
59,2016,"ANT",7
59,2016,"ARG",85
59,2016,"ARM",32
59,2016,"ARU",6
59,2016,"ASA",4
59,2016,"AUS",262
59,2016,"AUT",61
59,2016,"AZE",55
59,2016,"BAH",26
59,2016,"BAN",7
59,2016,"BAR",11
59,2016,"BDI",9
59,2016,"BEL",90
59,2016,"BEN",6
59,2016,"BER",8
59,2016,"BHU",2
59,2016,"BIH",11
59,2016,"BIZ",3
59,2016,"BLR",100
59,2016,"BOL",12
59,2016,"BOT",11
59,2016,"BRA",271
59,2016,"BRN",34
59,2016,"BRU",3
59,2016,"BUL",45
59,2016,"BUR",5
59,2016,"CAF",6
59,2016,"CAM",6
59,2016,"CAN",218
59,2016,"CAY",5
59,2016,"CGO",10
59,2016,"CHA",2
59,2016,"CHI",34
59,2016,"CHN",279
59,2016,"CIV",12
59,2016,"CMR",13
59,2016,"COD",4
59,2016,"COK",9
59,2016,"COL",98
59,2016,"COM",4
59,2016,"CPV",5
59,2016,"CRC",10
59,2016,"CRO",48
59,2016,"CUB",97
59,2016,"CYP",16
59,2016,"CZE",96
59,2016,"DEN",73
59,2016,"DJI",7
59,2016,"DMA",2
59,2016,"DOM",24
59,2016,"ECU",37
59,2016,"EGY",89
59,2016,"EOR",10
59,2016,"ERI",12
59,2016,"ESA",8
59,2016,"ESP",177
59,2016,"EST",42
59,2016,"ETH",38
59,2016,"FIJ",14
59,2016,"FIN",51
59,2016,"FRA",258
59,2016,"FSM",5
59,2016,"GAB",6
59,2016,"GAM",4
59,2016,"GBR",266
59,2016,"GBS",5
59,2016,"GEO",41
59,2016,"GEQ",2
59,2016,"GER",300
59,2016,"GHA",12
59,2016,"GRE",69
59,2016,"GRN",7
59,2016,"GUA",21
59,2016,"GUI",5
59,2016,"GUM",5
59,2016,"GUY",6
59,2016,"HAI",10
59,2016,"HKG",32
59,2016,"HON",8
59,2016,"HUN",128
59,2016,"INA",24
59,2016,"IND",78
59,2016,"IOA",9
59,2016,"IRI",52
59,2016,"IRL",59
59,2016,"IRQ",5
59,2016,"ISL",8
59,2016,"ISR",40
59,2016,"ISV",7
59,2016,"ITA",224
59,2016,"IVB",4
59,2016,"JAM",51
59,2016,"JOR",8
59,2016,"JPN",231
59,2016,"KAZ",99
59,2016,"KEN",58
59,2016,"KGZ",19
59,2016,"KIR",3
59,2016,"KOR",146
59,2016,"KOS",8
59,2016,"KSA",11
59,2016,"LAO",6
59,2016,"LAT",31
59,2016,"LBA",7
59,2016,"LBN",9
59,2016,"LBR",2
59,2016,"LCA",5
59,2016,"LES",8
59,2016,"LIE",3
59,2016,"LTU",49
59,2016,"LUX",10
59,2016,"MAD",6
59,2016,"MAR",49
59,2016,"MAS",32
59,2016,"MAW",5
59,2016,"MDA",24
59,2016,"MDV",4
59,2016,"MEX",97
59,2016,"MGL",43
59,2016,"MHL",5
59,2016,"MKD",6
59,2016,"MLI",6
59,2016,"MLT",7
59,2016,"MNE",9
59,2016,"MON",3
59,2016,"MOZ",7
59,2016,"MRI",11
59,2016,"MTN",2
59,2016,"MYA",7
59,2016,"NAM",10
59,2016,"NCA",5
59,2016,"NED",145
59,2016,"NEP",7
59,2016,"NGR",44
59,2016,"NIG",6
59,2016,"NOR",46
59,2016,"NRU",2
59,2016,"NZL",91
59,2016,"OMA",4
59,2016,"PAK",7
59,2016,"PAN",10
59,2016,"PAR",11
59,2016,"PER",29
59,2016,"PHI",13
59,2016,"PLE",6
59,2016,"PLW",5
59,2016,"PNG",8
59,2016,"POL",181
59,2016,"POR",73
59,2016,"PRK",31
59,2016,"PUR",30
59,2016,"QAT",24
59,2016,"ROU",67
59,2016,"RSA",84
59,2016,"RUS",221
59,2016,"RWA",7
59,2016,"SAM",8
59,2016,"SEN",11
59,2016,"SEY",10
59,2016,"SGP",22
59,2016,"SKN",5
59,2016,"SLE",4
59,2016,"SLO",44
59,2016,"SMR",4
59,2016,"SOL",3
59,2016,"SOM",2
59,2016,"SRB",55
59,2016,"SRI",9
59,2016,"SSD",3
59,2016,"STP",3
59,2016,"SUD",6
59,2016,"SUI",82
59,2016,"SUR",6
59,2016,"SVK",47
59,2016,"SWE",94
59,2016,"SWZ",2
59,2016,"SYR",7
59,2016,"TAN",7
59,2016,"TGA",7
59,2016,"THA",51
59,2016,"TJK",7
59,2016,"TKM",9
59,2016,"TLS",3
59,2016,"TOG",5
59,2016,"TPE",56
59,2016,"TTO",28
59,2016,"TUN",44
59,2016,"TUR",87
59,2016,"TUV",1
59,2016,"UAE",13
59,2016,"UGA",21
59,2016,"UKR",184
59,2016,"URU",16
59,2016,"USA",380
59,2016,"UZB",66
59,2016,"VAN",4
59,2016,"VEN",73
59,2016,"VIE",21
59,2016,"VIN",4
59,2016,"YEM",3
59,2016,"ZAM",7
59,2016,"ZIM",14
61,2020,"AFG",5
61,2020,"ALB",9
61,2020,"ALG",40
61,2020,"AND",2
61,2020,"ANG",6
61,2020,"ANT",6
61,2020,"ARG",69
61,2020,"ARM",17
61,2020,"ARU",3
61,2020,"ASA",5
61,2020,"AUS",279
61,2020,"AUT",72
61,2020,"AZE",40
61,2020,"BAH",13
61,2020,"BAN",7
61,2020,"BAR",8
61,2020,"BDI",6
61,2020,"BEL",92
61,2020,"BEN",7
61,2020,"BER",2
61,2020,"BHU",4
61,2020,"BIH",7
61,2020,"BIZ",3
61,2020,"BLR",94
61,2020,"BOL",5
61,2020,"BOT",11
61,2020,"BRA",192
61,2020,"BRN",18
61,2020,"BRU",2
61,2020,"BUL",37
61,2020,"BUR",7
61,2020,"CAF",2
61,2020,"CAM",3
61,2020,"CAN",235
61,2020,"CAY",5
61,2020,"CGO",3
61,2020,"CHA",3
61,2020,"CHI",34
61,2020,"CHN",286
61,2020,"CIV",11
61,2020,"CMR",12
61,2020,"COD",7
61,2020,"COK",6
61,2020,"COL",65
61,2020,"COM",3
61,2020,"CPV",6
61,2020,"CRC",14
61,2020,"CRO",45
61,2020,"CUB",69
61,2020,"CYP",15
61,2020,"CZE",97
61,2020,"DEN",73
61,2020,"DJI",4
61,2020,"DMA",2
61,2020,"DOM",28
61,2020,"ECU",44
61,2020,"EGY",101
61,2020,"EOR",30
61,2020,"ERI",13
61,2020,"ESA",5
61,2020,"ESP",193
61,2020,"EST",30
61,2020,"ETH",36
61,2020,"FIJ",8
61,2020,"FIN",44
61,2020,"FRA",271
61,2020,"FSM",3
61,2020,"GAB",5
61,2020,"GAM",4
61,2020,"GBR",267
61,2020,"GBS",4
61,2020,"GEO",33
61,2020,"GEQ",3
61,2020,"GER",296
61,2020,"GHA",11
61,2020,"GRE",61
61,2020,"GRN",6
61,2020,"GUA",23
61,2020,"GUI",5
61,2020,"GUM",5
61,2020,"GUY",7
61,2020,"HAI",6
61,2020,"HKG",40
61,2020,"HON",6
61,2020,"HUN",130
61,2020,"INA",24
61,2020,"IND",85
61,2020,"IRI",45
61,2020,"IRL",81
61,2020,"IRQ",3
61,2020,"ISL",4
61,2020,"ISR",62
61,2020,"ISV",4
61,2020,"ITA",275
61,2020,"IVB",3
61,2020,"JAM",51
61,2020,"JOR",14
61,2020,"JPN",341
61,2020,"KAZ",86
61,2020,"KEN",50
61,2020,"KGZ",16
61,2020,"KIR",3
61,2020,"KOR",149
61,2020,"KOS",11
61,2020,"KSA",12
61,2020,"KUW",9
61,2020,"LAO",4
61,2020,"LAT",29
61,2020,"LBA",4
61,2020,"LBN",6
61,2020,"LBR",3
61,2020,"LCA",5
61,2020,"LES",2
61,2020,"LIE",4
61,2020,"LTU",37
61,2020,"LUX",12
61,2020,"MAD",6
61,2020,"MAR",45
61,2020,"MAS",27
61,2020,"MAW",5
61,2020,"MDA",22
61,2020,"MDV",4
61,2020,"MEX",105
61,2020,"MGL",43
61,2020,"MHL",2
61,2020,"MKD",8
61,2020,"MLI",4
61,2020,"MLT",6
61,2020,"MNE",9
61,2020,"MON",6
61,2020,"MOZ",9
61,2020,"MRI",8
61,2020,"MTN",2
61,2020,"MYA",2
61,2020,"NAM",11
61,2020,"NCA",8
61,2020,"NED",163
61,2020,"NEP",5
61,2020,"NGR",29
61,2020,"NIG",7
61,2020,"NOR",59
61,2020,"NRU",2
61,2020,"NZL",96
61,2020,"OMA",5
61,2020,"PAK",10
61,2020,"PAN",10
61,2020,"PAR",8
61,2020,"PER",34
61,2020,"PHI",19
61,2020,"PLE",5
61,2020,"PLW",3
61,2020,"PNG",8
61,2020,"POL",167
61,2020,"POR",74
61,2020,"PUR",25
61,2020,"QAT",15
61,2020,"ROC",267
61,2020,"ROU",54
61,2020,"RSA",83
61,2020,"RWA",5
61,2020,"SAM",9
61,2020,"SEN",9
61,2020,"SEY",5
61,2020,"SGP",22
61,2020,"SKN",2
61,2020,"SLE",4
61,2020,"SLO",42
61,2020,"SMR",6
61,2020,"SOL",3
61,2020,"SOM",2
61,2020,"SRB",51
61,2020,"SRI",9
61,2020,"SSD",2
61,2020,"STP",4
61,2020,"SUD",5
61,2020,"SUI",102
61,2020,"SUR",3
61,2020,"SVK",38
61,2020,"SWE",85
61,2020,"SWZ",4
61,2020,"SYR",6
61,2020,"TAN",3
61,2020,"TGA",6
61,2020,"THA",39
61,2020,"TJK",10
61,2020,"TKM",9
61,2020,"TLS",3
61,2020,"TOG",4
61,2020,"TPE",70
61,2020,"TTO",24
61,2020,"TUN",51
61,2020,"TUR",94
61,2020,"TUV",2
61,2020,"UAE",5
61,2020,"UGA",25
61,2020,"UKR",142
61,2020,"URU",9
61,2020,"USA",427
61,2020,"UZB",64
61,2020,"VAN",3
61,2020,"VEN",31
61,2020,"VIE",18
61,2020,"VIN",3
61,2020,"YEM",5
61,2020,"ZAM",9
61,2020,"ZIM",5
